"Post ID","Page ID","Page name",Title,Description,"Duration (sec)","Publish time","Caption type",Permalink,"Is crosspost","Is share","Post type",Languages,"Custom labels","Funded content status","Data comment",Date,Views,Reach,"Reactions, Comments and Shares",Reactions,Comments,Shares,"Total clicks","Other Clicks","Matched Audience Targeting Consumption (Photo Click)","Link Clicks","Negative feedback from users: Hide","Negative feedback from users: Hide all","Seconds viewed","Average Seconds viewed","Ad CPM (USD)","Ad impressions","Estimated earnings (USD)"
122152480622654483,61569634500241,"Juan365 Live Stream","Kasing ganda ng aura ni Juanababe Sena dapat ang Monday mood natin. 

Good luck sa buong linggo, Juankada! 🌟😊

Music used belongs to its rightful owner. No copyright infringement intended.
#juanababes #juan365livestream #juan365","Kasing ganda ng aura ni Juanababe Sena dapat ang Monday mood natin. 

Good luck sa buong linggo, Juankada! 🌟😊

Music used belongs to its rightful owner. No copyright infringement intended.
#juanababes #juan365livestream #juan365",19,"11/23/2025 19:00",N/A,https://www.facebook.com/juan365livestream/videos/1326788862535898/,0,0,Videos,,,,,Lifetime,930,690,147,98,31,18,60,60,,,,,5265.356,7.02,0,0,0
122154673778654483,61569634500241,"Juan365 Live Stream","Share mo naman yung winning moment mo, Juankada! 

Comment mo na yan dito! 😎

#juanababes #Juan365livestream #Juan365PH  #AllInJuanSaSaya #JuanKada #Juan365",,0,"12/15/2025 18:24",N/A,https://www.facebook.com/juan365livestream/posts/pfbid02WBEj65BLmjBjQnjAkfS7MK8spZYESUv6vnLFqtKTmtk6n8L3TTyDqbfVRdaMecBpl,0,0,Photos,,,,,Lifetime,809,398,116,58,47,11,101,98,3,,,,,,,,
122154615368654483,61569634500241,"Juan365 Live Stream","10 DAYS NA LANG, PASKO NA! 🎄🎅

Ready na ba kayo sa mga regalo at handaan? 🎁✨

Mas excited ka ba sa pamasko, handa, o sa bakasyon? 👀👇

💬 Comment mo na sagot mo at i-tag ang Juankada mong makaka-relate dito! ❤️🔥

#juanababes #Juan365livestream #Juan365PH #AllInJuanSaSaya #JuanKada #Juan365",,0,"12/15/2025 03:00",N/A,https://www.facebook.com/juan365livestream/posts/pfbid02KuH6ZMEJVmFb3Kgv4HMTuGuMC4nfzw2sQjRGFRrg5bJvrFbiqL4enQHR1xgo9Nt4l,0,0,Photos,,,,,Lifetime,1386,681,108,65,33,10,53,49,4,,,,,,,,
122154608042654483,61569634500241,"Juan365 Live Stream","Accident? Nope. Destiny? Yes. 😎✨

Juankada, today’s your lucky day—grab your rewards and claim the fun!

#juanababes #Juan365livestream #Juan365PH #AllInJuanSaSaya #JuanKada #Juan365",,0,"12/15/2025 01:00",N/A,https://www.facebook.com/juan365livestream/posts/pfbid02XDdZDPBozpT2UWPoeebKroeq5EesKRYPSqdinJeVNPqWLGj8nr3tYqu1dzC4kSrFl,0,0,Photos,,,,,Lifetime,2623,1253,201,86,61,54,148,127,16,5,,,,,,,
122154600800654483,61569634500241,"Juan365 Live Stream","Juankada! Comment down below naman kung ano ang iiwan niyo sa 2025 para mas fresh ang simula sa 2026? 💫

#juanababes #Juan365livestream #Juan365PH #AllInJuanSaSaya #JuanKada #Juan365",,0,"12/14/2025 23:00",N/A,https://www.facebook.com/juan365livestream/posts/pfbid022cjEyd88E3wcazBzxJHRtAGG56XXNNDeyq7pvBVRE6hfTQhPUhGj9bfRRJSP1Tchl,0,0,Photos,,,,,Lifetime,1940,847,141,86,41,14,76,67,9,,,1,,,,,
122154594128654483,61569634500241,"Juan365 Live Stream","Imagine… ikaw ang nanalo ng ₱1,000,000 sa SayaJUAN 😱

Anong gagawin mo? Share mo naman yan sa comments below!

#juanababes #Juan365livestream #Juan365PH #AllInJuanSaSaya #JuanKada #Juan365",,0,"12/14/2025 21:00",N/A,https://www.facebook.com/juan365livestream/posts/pfbid02GVcDgXAE9ZL87k2jvSdjDD5G2gqSPyps8fuLyBMZwtsheH9hrF7cP2PUXraYNzgUl,0,0,Photos,,,,,Lifetime,1834,887,142,83,42,17,87,81,6,,,,,,,,
122154577370654483,61569634500241,"Juan365 Live Stream","Ganyan lang kasimple — post ka lang iyong Dance Video at may chance ka nang manalo ng 1 MILLION PESOS sa All in Juan sa SayaJUA#juan365 

Check the Juan365 official page for full mechanics.

#juanababes #Juan365livestream #Juan365PH #AllInJuanSaSaya #JuanKada #Juan365",,0,"12/14/2025 18:00",N/A,https://www.facebook.com/juan365livestream/posts/pfbid02JExLvbZ5g9kmauVZog78QKLPUmRV1TshcW4MxQGuwm72DwYv9h21g8vac8Thzsiwl,0,0,Photos,,,,,Lifetime,1699,792,122,82,22,18,64,54,10,,,,,,,,
122154538946654483,61569634500241,"Juan365 Live Stream","Celebrating all the winners today! 🎉
Keep the fun alive, play with heart, and stay responsible! 💖🎮

#juanababes #Juan365livestream #Juan365PH
#AllInJuanSaSaya #JuanKada #Juan365 #TheResponsibleJuan",,0,"12/14/2025 07:00",N/A,https://www.facebook.com/juan365livestream/posts/pfbid04AHMnGYam71B6sbkPmsxaYGX4QkzeWyMtZ5ZFnSH3AtTj88U7BxtcPGvGC4HDke8l,0,0,Photos,,,,,Lifetime,3084,1309,177,90,47,40,329,158,171,,1,,,,,,
122154526922654483,61569634500241,"Juan365 Live Stream","11 DAYS NA LANG, PASKO NA! 🎄

Anong wish mo na sana matupad bago matapos ang taon?
I-share mo na — baka ito na ang sign na hinihintay mo! ✨

👇 Comment your answers below
at sabay-sabay tayong mag-countdown papuntang Pasko! 🎅🎁✨

#juanababes #Juan365livestream #Juan365PH #AllInJuanSaSaya #JuanKada #Juan365",,0,"12/14/2025 04:00",N/A,https://www.facebook.com/juan365livestream/posts/pfbid027Y6UFCFE43xQ4tjm7rJZZmafpghREWXKfM8RX69anueaT3mpc54PReFuGa8pmKF2l,0,0,Photos,,,,,Lifetime,2129,1006,163,97,41,25,74,63,6,5,,,,,,,
1970584643487211,61569634500241,"Juan365 Live Stream","Juana babe Sena and Juanababe Zell","Girls just wanna have fun… kahit naka-livestream lang mga Juankada!💻✨ with @[61580361006776:2048:Juana Babe Sena] and @[61580479407070:2048:Juana Babe Zell]

#juanababes #Juan365PH #Juan365livestream #AllInJuanSaSaya #JuanKada #Juan365PH",7249,"12/13/2025 23:30",uploaded,https://www.facebook.com/juan365livestream/videos/1970584643487211/,0,0,Live,,,,,Lifetime,13960,13772,9954,2669,5956,1329,1521,1503,,18,,,785093.15,73.249,0,0,
