"Post ID","Page ID","Page name",Title,Description,"Duration (sec)","Publish time","Caption type",Permalink,"Is crosspost","Is share","Post type",Languages,"Custom labels","Funded content status","Data comment",Date,Views,Reach,"Reactions, Comments and Shares",Reactions,Comments,Shares,"Negative feedback from users: Hide","Negative feedback from users: Hide all","Total clicks","Other Clicks","Matched Audience Targeting Consumption (Photo Click)","Link Clicks","Seconds viewed","Average Seconds viewed","Ad CPM (USD)","Ad impressions","Estimated earnings (USD)"
122152303298654483,61569634500241,"Juan365 Live Stream","🎥 See you LIVE at 3:30 PM!
Samahan niyo ako sa chikahan at kulitan mamaya!

✨ Trio the fun kasama sina Juanababe Jam, Abi, at Sena! 💛

#juanababes #Juan365livestream #Juan365PH
#AllInJuanSaSaya #JuanKada #Juan365 #TheResponsibleJuan",,0,"11/21/2025 20:07",N/A,https://www.facebook.com/juan365livestream/posts/pfbid0hqnzj7k1w5dYKZbBq5pVy6GNsucB9d3bnBUgj4Satf76CSfgH9ou9ttQiXcngRKBl,0,0,Photos,,,,,Lifetime,3599,1597,304,185,76,43,,,104,90,14,,,,,,
122152312886654483,61569634500241,"Juan365 Live Stream","Ready na ba kayo, Juankada?
Sino kaya ang magiging lucky? Comment na at ipakita kung ano ang deserve mo! 🔥

#juanababes #juan365livestream #juan365",,0,"11/21/2025 22:00",N/A,https://www.facebook.com/juan365livestream/posts/pfbid02dCNVsuurDHuYaw58F2u5ZAbGU3kLGS43gNdbSBAzoRsvasjyVmFUMPHG54JZ2S1Zl,0,0,Photos,,,,,Lifetime,5056,2341,347,154,143,50,,,328,253,22,53,,,,,
1957445268314558,61569634500241,"Juan365 Live Stream","Juanababe  Abi and Juanababe Sena","Tara sa live Juankada! let’s vibe! with @[61580716220863:2048:Juana Babe Abi] and @[61580361006776:2048:Juana Babe Sena]☺️

#juanababes #Juan365livestream #Juan365PH #AllInJuanSaSaya #JuanKada #Juan365 #TheResponsibleJuan",8433,"11/21/2025 23:31",uploaded,https://www.facebook.com/juan365livestream/videos/1957445268314558/,0,0,Live,,,,,Lifetime,11906,11613,7150,1560,3893,1697,,,1099,1060,,39,724457.517,80.041,0,0,
122152339892654483,61569634500241,"Juan365 Live Stream","Responsible gaming starts with knowing when to stop. Keep it fun, keep it smart — play responsibly, Juankada!

#juanababes #Juan365livestream #Juan365PH #AllInJuanSaSaya #JuanKada #Juan365",,0,"11/22/2025 02:30",N/A,https://www.facebook.com/juan365livestream/posts/pfbid0kjsJs2HAhGknkBH618yQkxcY8pGSJwzkUKx9JdgEBYeFmX2kVcVUu5c3jxZRRUFVl,0,0,Photos,,,,,Lifetime,3172,1458,272,133,96,43,,,129,83,15,31,,,,,
122152346702654483,61569634500241,"Juan365 Live Stream","Speak Up Your Mind!
Anong laro ang nagbibigay saya sa’yo lately? 🕹

Comment mo with your Member ID, baka may magic surprise na dumating! ✨

#juanababes #Juan365livestream #Juan365PH #AllInJuanSaSaya #JuanKada #Juan365",,0,"11/22/2025 04:01",N/A,https://www.facebook.com/juan365livestream/posts/pfbid02xYPvp84NHUnVVcerdmhZgW1NYMgTnuzWSX3EaDABVvLo2aCQUyahajMZTAC7Rbwfl,0,0,Photos,,,,,Lifetime,1817,883,189,91,66,32,,,93,84,9,,,,,,
122152356356654483,61569634500241,"Juan365 Live Stream","Celebrating all the winners today! 🎉
Keep the fun alive, play with heart, and stay responsible! 💖🎮

#juanababes #Juan365livestream #Juan365PH
#AllInJuanSaSaya #JuanKada #Juan365 #TheResponsibleJuan",,0,"11/22/2025 07:00",N/A,https://www.facebook.com/juan365livestream/posts/pfbid02hW2SyDEeU1WCMWDMeMzjYhxKGzWtei719WcVZDUwVYKs5BZpfy4TB7jwsJpUqs96l,0,0,Photos,,,,,Lifetime,5008,2587,208,112,55,41,1,,355,171,170,14,,,,,
122152387784654483,61569634500241,"Juan365 Live Stream","📣 Juankada, mamaya na ‘to! LIVE at 3:30 PM!
Prepare your snacks, your comments, and your good vibes!😆

Juana Babe Sena | Juana Babe Zell  

#juanababes #Juan365livestream #Juan365PH
#AllInJuanSaSaya #JuanKada #Juan365 #TheResponsibleJuan",,0,"11/22/2025 18:16",N/A,https://www.facebook.com/juan365livestream/posts/pfbid02MCxb6rhiVvpSdJG2jHsTtaE5VWJRgkCk2vf6E2HPfz7oEBCvv6syMV4UwdtogMFsl,0,0,Photos,,,,,Lifetime,1862,860,172,117,33,22,,1,35,34,1,,,,,,
122152392248654483,61569634500241,"Juan365 Live Stream","Which side are you on, Juankada? ⚡️

Drop your choice sa comments!

#juanababes #juan365livestream #juan365 #AllInJuanSaSaya","Which side are you on, Juankada? ⚡️

Drop your choice sa comments!

#juanababes #juan365livestream #juan365 #AllInJuanSaSaya",15,"11/22/2025 20:00",N/A,https://www.facebook.com/juan365livestream/videos/859617703268695/,1,0,Videos,,,,,Lifetime,1141,757,239,118,86,35,,,89,89,,,5135.926,5.687,0,0,0
122152392614654483,61569634500241,"Juan365 Live Stream","Believe in yourself, Juankada! 🌟 Ang ganda ng araw na ‘to, kaya mo ‘yan!

#juanababes #juan365livestream #juan365",,0,"11/22/2025 20:05",N/A,https://www.facebook.com/juan365livestream/posts/pfbid0rdNHTXhKsJTujcZgFzJ7cLSrEMa9vg1mvgEp6gDMnYT3ozhE94vqH14WLa3uk648l,0,0,Photos,,,,,Lifetime,3157,1520,265,138,80,47,,,80,73,7,,,,,,
1071596191650933,61569634500241,"Juan365 Live Stream","Chill mode on, Juankada!","Let’s spread the good vibes! Watch us live with @[61580361006776:2048:Juana Babe Sena] at @[61580479407070:2048:Juana Babe Zell]! 🌈",8246,"11/22/2025 23:30",uploaded,https://www.facebook.com/juan365livestream/videos/1071596191650933/,0,0,Live,,,,,Lifetime,12573,11812,8892,1707,5662,1523,,,1050,1039,,11,591155.606,58.333,0,0,
122152427540654483,61569634500241,"Juan365 Live Stream","Juankada, handa ka na ba? 😳 Ano sa tingin mo ang laman ng Mystery Box? Comment your wildest guess!

#juanababes #Juan365livestream #Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada",,0,"11/23/2025 03:04",N/A,https://www.facebook.com/juan365livestream/posts/pfbid0jmjY6rM1WciTx1QUUH1iNUfp866E84rvCNkA1rr5dsmrWW2c3mWPAc893qWVKcU3l,0,0,Photos,,,,,Lifetime,2545,1147,232,115,93,24,,,140,131,9,,,,,,
122152446194654483,61569634500241,"Juan365 Live Stream","Celebrating all the winners today! 🎉
Keep the fun alive, play with heart, and stay responsible! 💖🎮

#juanababes #Juan365livestream #Juan365PH
#AllInJuanSaSaya #JuanKada #Juan365 #TheResponsibleJuan",,0,"11/23/2025 07:00",N/A,https://www.facebook.com/juan365livestream/posts/pfbid02Sn7SpYxqYWYTSh7zZCPJnuRAXtNcv1RWNPHGoV4dxHffmNdaaYXuv5SXL675vQg5l,0,0,Photos,,,,,Lifetime,2985,1288,730,105,39,586,4,,201,98,103,,,,,,
122152472828654483,61569634500241,"Juan365 Live Stream","Handa na ba kayo sa solid vibes, surprises, at full energy?
Kita-kits sa stream at 3:30PM🤗

Juana Babe Ashley | Juana Babe Sena 

#juanababes #Juan365livestream #Juan365PH",,0,"11/23/2025 17:05",N/A,https://www.facebook.com/juan365livestream/posts/pfbid02BfowCLyEJjC2NqDDX43eQTsFzEhVoTzV8BZJKSFk4xzE5yKkCxFhytb8DWiPp8Q7l,0,0,Photos,,,,,Lifetime,2954,1256,259,159,63,37,,,91,81,10,,,,,,
122152480622654483,61569634500241,"Juan365 Live Stream","Kasing ganda ng aura ni Juanababe Sena dapat ang Monday mood natin. 

Good luck sa buong linggo, Juankada! 🌟😊

Music used belongs to its rightful owner. No copyright infringement intended.
#juanababes #juan365livestream #juan365","Kasing ganda ng aura ni Juanababe Sena dapat ang Monday mood natin. 

Good luck sa buong linggo, Juankada! 🌟😊

Music used belongs to its rightful owner. No copyright infringement intended.
#juanababes #juan365livestream #juan365",19,"11/23/2025 19:00",N/A,https://www.facebook.com/juan365livestream/videos/1326788862535898/,0,0,Videos,,,,,Lifetime,927,687,147,98,31,18,,,60,60,,,5251.34,7.02,0,0,0
122152492766654483,61569634500241,"Juan365 Live Stream","Gusto mo ng saya at thrill? Step in and level up your day — only at Juan365! 🎮
Comment ‘GAME!’ kung ready ka na to join the fun!👇

#juanababes #juan365livestream #juan365",,0,"11/23/2025 22:33",N/A,https://www.facebook.com/juan365livestream/posts/pfbid0euRfYxMbgKf7LjiE31cyYTxo61JFuokGbjwjDbowvMFKA1rKbwNgAqFQxAEKDeNwl,0,0,Photos,,,,,Lifetime,2200,863,175,99,54,22,,,73,68,5,,,,,,
2126712044763113,61569634500241,"Juan365 Live Stream","Juanababe Ash and Zell","Streaming Live Juankada! Join the conversation with @[61580479407070:2048:Juana Babe Zell] and @[61580337497087:2048:Juana Babe Ashley] 🔊💭

#juanababes #Juan365livestream -- #Juan365PH #AllInJuanSaSaya #JuanKada #Juan365 #TheResponsibleJuan",7440,"11/23/2025 23:30",uploaded,https://www.facebook.com/juan365livestream/videos/2126712044763113/,0,0,Live,,,,,Lifetime,13195,13432,10008,2689,5722,1597,,,1620,1619,,1,726090.939,71.374,0,0,
122152532318654483,61569634500241,"Juan365 Live Stream","Juan365 Livestream is here to turn your day around—fun, kwentuhan, and good vibes all the way!

Join us live every day and let’s make boredom a thing of the past!🔥✨

#juanababes #juan365livestream #juan365",,0,"11/24/2025 04:30",N/A,https://www.facebook.com/juan365livestream/posts/pfbid02SjvmAVsLydjER3Me1vfopQNcP8PkA67zm99jLPtri82LvDk3b9GMZ6kiUwL1QxGSl,0,0,Photos,,,,,Lifetime,2370,1061,176,105,42,29,,,69,59,10,,,,,,
122152541564654483,61569634500241,"Juan365 Live Stream","Celebrating all the winners today! 🎉
Keep the fun alive, play with heart, and stay responsible! 💖🎮

#juanababes #Juan365livestream #Juan365PH
#AllInJuanSaSaya #JuanKada #Juan365 #TheResponsibleJuan",,0,"11/24/2025 07:07",N/A,https://www.facebook.com/juan365livestream/posts/pfbid0AVt78GnUTJiEKfpswQEE6tEwi4JHabuRRCdpBRwyFrAMgowh7XoGse66yLbFFHEAl,0,0,Photos,,,,,Lifetime,2373,1168,194,105,71,18,,,72,60,12,,,,,,
122152567616654483,61569634500241,"Juan365 Live Stream","Ready for some unexpected fun? 🔥
See you on the livestream at 3:30 PM with your Juana Babe Jam & Juana Babe Zell! 🎥✨
Don’t miss it, Juankada!

#juanababes #Juan365livestream #Juan365PH #AllInJuanSaSaya #JuanKada #Juan365",,0,"11/24/2025 17:00",N/A,https://www.facebook.com/juan365livestream/posts/pfbid02Ao2WksNvmyEr3V6Y7Xh8kyqcu2uuazLQ32hXdi9bCTAyomYaaTzmNL6vYDte582Tl,0,0,Photos,,,,,Lifetime,2570,1211,241,148,60,33,,,90,81,9,,,,,,
122152578740654483,61569634500241,"Juan365 Live Stream","Happy Tuesday! Doing better ka, Juankada! 💪

#juanababes #juan365livestream #juan365",,0,"11/24/2025 20:30",N/A,https://www.facebook.com/juan365livestream/posts/pfbid0GKLjzWv57dJJ8FhvsnWV8qzWnaRmnZtvsdrUjDa1BuibfBy7PgH74Lu748UbADFMl,0,0,Photos,,,,,Lifetime,1977,900,159,97,46,16,,,48,45,3,,,,,,
748751951614467,61569634500241,"Juan365 Live Stream","Juana babe Zell and Jam","Live vibes! Juankada! Samahan niyo kami 🥰with Juana Babe Jamand Juana Babe Zell 

#juanababes #Juan365livestream #Juan365PH #AllInJuanSaSaya   #JuanKada #Juan365 #TheResponsibleJuan",9756,"11/24/2025 23:31",uploaded,https://www.facebook.com/juan365livestream/videos/748751951614467/,0,0,Live,,,,,Lifetime,11401,11417,11100,2388,5668,3044,,,1294,1294,,,684663.857,78.193,0,0,
122152619894654483,61569634500241,"Juan365 Live Stream","30 days na lang! 🎅
Sino’ng excited mag-simbang gabi, kumain ng bibingka, at mag-unbox ng gift galing kay Juan at mga Juanababes? 🎁✨

#juanababes #Juan365livestream #Juan365PH #AllInJuanSaSaya #JuanKada #Juan365",,0,"11/25/2025 02:30",N/A,https://www.facebook.com/juan365livestream/posts/pfbid0dxGuEcDQrNRVWTRcvrGQC7WYdCgxYzxUXptf4RoBU6kQ27qaqHhP2oncUER2VTYYl,0,0,Photos,,,,,Lifetime,1717,832,130,85,29,16,,,63,56,7,,,,,,
122152627928654483,61569634500241,"Juan365 Live Stream","One tap is all it takes!
Dive in and unlock endless gaming excitement today! 🎮

#juanababes #juan365livestream #juan365",,0,"11/25/2025 05:00",N/A,https://www.facebook.com/juan365livestream/posts/pfbid0WskfqYXVGWxtKC7mNG5CYoDRkUWphFMPzNsHnahcvQmcfZrUNxDNauRRtu3iT23Al,0,0,Photos,,,,,Lifetime,1791,959,111,72,29,10,,,68,58,10,,,,,,
122152635986654483,61569634500241,"Juan365 Live Stream","Celebrating all the winners today! 🎉
Keep the fun alive, play with heart, and stay responsible! 💖🎮

#juanababes #Juan365livestream #Juan365PH
#AllInJuanSaSaya #JuanKada #Juan365 #TheResponsibleJuan",,0,"11/25/2025 07:00",N/A,https://www.facebook.com/juan365livestream/posts/pfbid034s1ntUhnpVLuwGK88joepKf8uKngGNWgeLnSi3pXjift6bqhtsfR6WBKyBSFkz5Kl,0,0,Photos,,,,,Lifetime,6437,3499,217,132,67,18,,,266,189,77,,,,,,
122152664906654483,61569634500241,"Juan365 Live Stream","Afternoon vibes unlocked 🌤️ Join the fun stream with Juana Babe Ashley — 3:30 PM tayo!

#juanababes #Juan365livestream #Juan365PH #AllInJuanSaSaya #JuanKada #Juan365",,0,"11/25/2025 17:00",N/A,https://www.facebook.com/juan365livestream/posts/pfbid02bvyvdijJMFh1MQam6ZeHGhxGA2d2p2ZQjUyKYKRjLAc4J8NYRnGkMEea2CS65oFWl,0,0,Photos,,,,,Lifetime,2209,1046,175,112,38,25,,,72,67,5,,,,,,
122152673018654483,61569634500241,"Juan365 Live Stream","Let’s do the matching game at ipakita kung gaano mo kakilala ang bawat game sa Juan365! 👀

I-COMMENT na ang tamang sagot! 👇

#juanababes #juan365livestream #juan365",,0,"11/25/2025 20:00",N/A,https://www.facebook.com/juan365livestream/posts/pfbid037EQCTSAGi1XWKzs4kqWkQAwh6kGTYvzpaWHRmVgQXeRbHmZzyZZesahtKRbAgLzMl,0,0,Photos,,,,,Lifetime,2084,987,221,103,87,31,,,177,145,32,,,,,,
122152677452654483,61569634500241,"Juan365 Live Stream","Game na, Juankada? Makipag-kulitan with your Juanababes on stream — may special surpresa pang nakaabang para sa’yo! 🎁✨

ALL-in-Juan fun, dito lang sa Juan365 Livestream!

#juanababes #Juan365livestream #Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada",,0,"11/25/2025 22:00",N/A,https://www.facebook.com/juan365livestream/posts/pfbid0Dsodsrn9wvPN11F36Qz8wi1WkjnH1Ynhoq3AqgX32eQ25zB8nhf1rUTvBBf2R4j8l,0,0,Photos,,,,,Lifetime,2091,901,154,100,26,28,,,62,57,5,,,,,,
1185961456825525,61569634500241,"Juan365 Live Stream","Juanababe Ash","Solo live time Juankada! Pasok na sa stream, let’s vibe together!🥰🫶with @[61580337497087:2048:Juana Babe Ashley]

#juanababes #Juan365livestream #Juan365PH #AllInJuanSaSaya #JuanKada #Juan365",7835,"11/25/2025 23:30",uploaded,https://www.facebook.com/juan365livestream/videos/1185961456825525/,0,0,Live,,,,,Lifetime,9791,9160,5855,1346,3214,1295,,,986,986,,,593888.264,80.331,0,0,
122152724624654483,61569634500241,"Juan365 Live Stream","Celebrating all the winners today! 🎉
Keep the fun alive, play with heart, and stay responsible! 💖🎮

#juanababes #Juan365livestream #Juan365PH
#AllInJuanSaSaya #JuanKada #Juan365 #TheResponsibleJuan",,0,"11/26/2025 07:00",N/A,https://www.facebook.com/juan365livestream/posts/pfbid0mmiRCrEZbrTrETRAgvqwUnJ5bcJH699pSGiUH9PL9tApzRFfLjfZSsc8MNFpdGm5l,0,0,Photos,,,,,Lifetime,1914,983,128,84,35,9,,,91,80,11,,,,,,
122152748960654483,61569634500241,"Juan365 Live Stream","Mark your time! ⏳
3:30 PM sharp ang start ng livestream — be there or be late to the fun! 😜

#juanababes #Juan365livestream #Juan365PH #AllInJuanSaSaya",,0,"11/26/2025 17:00",N/A,https://www.facebook.com/juan365livestream/posts/pfbid02LWzFZSq6srmdqhWXnvDKB5vhCu348pSJpAjjJmjJ17fonH6HLjNQNLGm4PcPXYcSl,0,0,Photos,,,,,Lifetime,1636,832,115,86,23,6,,2,56,48,8,,,,,,
122152762442654483,61569634500241,"Juan365 Live Stream","When everything feels better in slow motion 💗

Music used belongs to its rightful owner. No copyright infringement intended.
#juanababes #Juan365livestream #Juan365PH #AllInJuanSaSaya","When everything feels better in slow motion 💗

Music used belongs to its rightful owner. No copyright infringement intended.
#juanababes #Juan365livestream #Juan365PH #AllInJuanSaSaya",36,"11/26/2025 21:01",mixed,https://www.facebook.com/reel/25288231460838463/,1,0,Reels,,,,,Lifetime,712,474,121,79,29,13,,,28,28,,,5004.822,8.643,,0,0
122152827572654483,61569634500241,"Juan365 Live Stream","Who’s excited for today’s livestream? 🙋‍♂️
Juana Babe Sena,Juana Babe Jam  & Juana Babe Abi are going LIVE at 3:30 PM!
Comment “READY” para sa solid Juanakda. 

#juanababes #Juan365livestream #Juan365PH #AllInJuanSaSaya",,0,"11/27/2025 17:18",N/A,https://www.facebook.com/juan365livestream/posts/pfbid0P4XoCUNnY4JdZW3WkHJ2WQKB1jh2WsjGcmwXETr2YgVShGDKYnXzXmycdZEPht8Ul,0,0,Photos,,,,,Lifetime,3604,1528,326,183,82,61,,,118,111,7,,,,,,
