"Post ID","Page ID","Page name",Title,Description,"Duration (sec)","Publish time","Caption type",Permalink,"Is crosspost","Is share","Post type",Languages,"Custom labels","Funded content status","Data comment",Date,Views,Reach,"Reactions, Comments and Shares",Reactions,Comments,Shares,"Total clicks","Other Clicks","Matched Audience Targeting Consumption (Photo Click)","Link Clicks","Negative feedback from users: Hide all","Seconds viewed","Average Seconds viewed","Estimated earnings (USD)","Ad CPM (USD)","Ad impressions","Negative feedback from users: Hide"
122153556458654483,61569634500241,"Juan365 Live Stream","It’s a Juanababe kind of afternoon! 💛💫
Catch Zell & Ash LIVE at 3:30 PM —
siguradong masaya, maingay, at punong-puno ng energy!

🔔 Follow the page para lagi kang una sa ganap!

#juanababes #Juan365livestream #Juan365PH
#AllInJuanSaSaya #JuanKada #Juan365",,0,"12/05/2025 17:29",N/A,https://www.facebook.com/juan365livestream/posts/pfbid02P28BpukmxqZEcgYxrWq4svFLJTsyEez2yb4HQFoz8iodvM9Xd1vsvLW27FMU7ZQnl,0,0,Photos,,,,,Lifetime,770,375,83,53,15,15,32,28,4,,,,,,,,
122153500442654483,61569634500241,"Juan365 Live Stream","Mas masaya ’pag kasama ang Juankada — i-scan ang QR at sabay-sabay tayong sumubok ng swerte sa Juan365!

Don’t forget to tag your friends na gusto mo ring isali sa saya! 💙

#juanababes #Juan365livestream #Juan365PH
#AllInJuanSaSaya #JuanKada #Juan365",,0,"12/05/2025 04:02",N/A,https://www.facebook.com/juan365livestream/posts/pfbid02wDqR7hbM6pNzoHULFtp7GQRBoKfKrVPBQLfbLwpHYvWMaqpSD411rmk27Et5VfyBl,0,0,Photos,,,,,Lifetime,1519,728,85,54,14,17,81,59,22,,,,,,,,
122153495102654483,61569634500241,"Juan365 Live Stream","LIVE TODAY! GRAND DRAW ALERT! 🔥
Don’t blink — baka name mo na ang tawagin!

Ikaw na ba ang susunod na mag-uuwi ng pa-premyo?
Huwag bibitaw — stay tuned!

#juanababes #Juan365livestream #Juan365PH
#AllInJuanSaSaya #JuanKada #Juan365",,0,"12/05/2025 02:12",N/A,https://www.facebook.com/juan365livestream/posts/pfbid0PxWeVpsbtHxnx3s96zUyiU8gfQSX1A2PxZ8bFzq8Fm2rnYh4LUf27dJz2goGbq7Xl,0,1,Live,,,,,Lifetime,,760,84,47,37,0,250,250,,,,,,,,,
122153486036654483,61569634500241,"Juan365 Live Stream","Happy 19K, Juankada! 🎉 Maraming salamat sa walang sawang suporta. Konti na lang — 20K na tayo! Tuloy-tuloy lang ang saya! 🧡✨

Roll call! Comment “COUNT ME IN+member ID ” kung isa ka sa OG 19K fam!

#juanababes #Juan365livestream #Juan365PH
#AllInJuanSaSaya #JuanKada #Juan365",,0,"12/04/2025 23:38",N/A,https://www.facebook.com/juan365livestream/posts/pfbid02F7DwHJMnxEp65ay1zYQogdWV8Dacn1vGV6uPm7ptgJkfo2bcVjdGnWK7pQG99fLWl,0,0,Photos,,,,,Lifetime,2275,956,325,163,122,40,152,140,12,,,,,,,,
122153476118654483,61569634500241,"Juan365 Live Stream","JUANKADA, TONIGHT’S THE NIGHT! 🔥
The GRAND DRAW for Surpresa ni Juan is happening later — and YOU might be the lucky one! 🎁

Livestream starts at 6PM SHARP!
Don’t miss the thrill, the fun, and the big reveal! 🙌💙

#juanababes #Juan365livestream #Juan365PH #AllInJuanSaSaya #JuanKada #Juan365",,0,"12/04/2025 20:28",N/A,https://www.facebook.com/juan365livestream/posts/pfbid0GvwVJhqo3mZkm4CZN9vCFwMFdgAVVjBsqk4BShZFB5UbRDuUBc86pyiqYBwRCVKzl,0,0,Photos,,,,,Lifetime,6110,3225,399,205,124,70,283,249,34,,,,,,,,
122153420438654483,61569634500241,"Juan365 Live Stream","Comment your Christmas hiling sa freedom wall — Malay mo, ikaw ang mabunot at matupad ang wish mo! 🎁😉

Your wish + member ID.

#juanababes #Juan365livestream #Juan365PH
#AllInJuanSaSaya #JuanKada #Juan365",,0,"12/04/2025 02:00",N/A,https://www.facebook.com/juan365livestream/posts/pfbid021vyJR2ixE2wPB5BWgfBbNrYmj7q9wg11bADrQWzANAXBTf49sAC4ahi8qPJYUvYEl,0,0,Photos,,,,,Lifetime,3575,1543,502,206,220,76,204,184,20,,,,,,,,
122153416916654483,61569634500241,"Juan365 Live Stream","Follow Juana Babe Sena💙 and comment your Users ID na!

#juanababes #Juan365PH #AllInJuanSaSaya #JuanKada #Juan365 #TheResponsibleJuan",,0,"12/04/2025 01:21",N/A,https://www.facebook.com/juan365livestream/posts/pfbid02mGfGRqTYWLeQpbpcSPvLT77PZiYXqq4q9k7za3v38hNGxLkDqwhY4oKfxrSs3q4el,0,1,Photos,,,,,Lifetime,1572,682,167,97,65,5,116,96,20,,,,,,,,
122153413736654483,61569634500241,"Juan365 Live Stream","Switched to Christmas mode! 🎅🎁
Spread the holiday love and celebrate with us at Juan365 Livestream!

#juanababes #Juan365livestream #Juan365PH",,0,"12/04/2025 00:36",N/A,https://www.facebook.com/photo.php?fbid=122153413736654483&set=a.122097243494654483&type=3,0,0,Photos,,,,,Lifetime,2245,1034,196,130,52,14,95,91,4,,,,,,,,
122153409536654483,61569634500241,"Juan365 Live Stream","Hindi kumpleto ang linggo mo kapag… hindi ka naglalaro sa Juan365! 🎰 Pero relax, play responsibly lang ha! 😉

Kayo, Juankada? 🤩 Comment niyo naman  kung paano nakukompleto ni juan365 ang linggo nyo.

#juanababes #Juan365livestream #Juan365PH
#AllInJuanSaSaya #JuanKada #Juan365",,0,"12/03/2025 23:07",N/A,https://www.facebook.com/juan365livestream/posts/pfbid02m3mopgm37xUXfCPBtj9QWDg7fw4CJE6tvb8e9CqLfFQ7HgKpGPrCQ4EsvCZXfbuEl,0,0,Photos,,,,,Lifetime,1819,838,220,118,72,30,72,68,4,,,,,,,,
122153389724654483,61569634500241,"Juan365 Live Stream","Juankada, we dare you! 😎🎉
Join our group and invite your friends — mas masaya pag sama-sama!

Tara na, sali na!

#juanababes #Juan365livestream #Juan365PH
#AllInJuanSaSaya #JuanKada #Juan365",,0,"12/03/2025 18:04",N/A,https://www.facebook.com/juan365livestream/posts/pfbid02tDD5SsQpUgDWbkJSM1h1nf1qUrPcSXeDHMv5myVE4d4dhHMgkrzdzNhPU28AJ7mLl,0,0,Photos,,,,,Lifetime,3192,1290,262,165,54,43,97,72,24,1,,,,,,,
122153358812654483,61569634500241,"Juan365 Live Stream","Celebrating all the winners today! 🎉
Keep the fun alive, play with heart, and stay responsible! 💖🎮
#juanababes  #Juan365livestream  #Juan365PH 
#AllInJuanSaSaya  #JuanKada  #Juan365  #TheResponsibleJuan",,0,"12/03/2025 07:00",N/A,https://www.facebook.com/juan365livestream/posts/pfbid067RFiB8ndrZhqpqn3XuigMK4MJWv9AGgcnrsowJcyqDgJUQXqDXWrTH92P81BXcYl,0,0,Photos,,,,,Lifetime,2582,1243,239,136,73,30,83,67,16,,,,,,,,
122153349980654483,61569634500241,"Juan365 Live Stream","Mood check, Juankada! 😆🎮 Comment mo yan with a GIF — let’s see!

#juanababes #Juan365livestream #Juan365PH #AllInJuanSaSaya #JuanKada #Juan365",,0,"12/03/2025 05:00",N/A,https://www.facebook.com/juan365livestream/posts/pfbid0rjv8worzrRZdjQqXGFioC1BG5HS2eCTqDP7S6NUTcHLyGiTBVL7VvzFCz2jQWKsXl,0,0,Photos,,,,,Lifetime,2296,1069,246,136,87,23,119,106,13,,,,,,,,
122153337368654483,61569634500241,"Juan365 Live Stream","Mas masaya ’pag mas marami — share the Juan365 livestream page now! 🤝📲💫

#juanababes #Juan365livestream #Juan365PH #AllInJuanSaSaya #JuanKada #Juan365",,0,"12/03/2025 03:30",N/A,https://www.facebook.com/juan365livestream/posts/pfbid0F9dMAyrzov5y96SuCiGJrC1P1qV7aTcrxFBhuvzQrfeNHLgt7artQv9vtywAo7Zql,0,0,Photos,,,,,Lifetime,1718,823,142,101,26,15,84,58,26,,,,,,,,
816051317904128,61569634500241,"Juan365 Live Stream","Juana babe Abi and Ashley","RE LIVE
pasok na sa live Juankada! 💬Real-time chikahan with your@[61580716220863:2048:Juana Babe Abi]i and@[61580337497087:2048:Juana Babe Ashley]y💖

#juanababes #Juan365livestream #Juan365PH #AllInJuanSaSaya #JuanKada #Juan365 #TheResponsibleJuan",2282,"12/03/2025 01:51",uploaded,https://www.facebook.com/juan365livestream/videos/816051317904128/,0,0,Live,,,,,Lifetime,2313,1751,4154,585,3364,205,227,214,,13,,181563.961,109.112,,0,0,
813997361636485,61569634500241,"Juan365 Live Stream","Juanababe Ashley and Abi","Vibe check mga ka Juankada! Pasok na sa live at maki-hype with @[61580716220863:2048:Juana Babe Abi] and @[61580337497087:2048:Juana Babe Ashley] 🥰

#juanababes #Juan365livestream #Juan365PH #AllInJuanSaSaya #JuanKada #Juan365 #TheResponsibleJuan",5654,"12/03/2025 00:04",uploaded,https://www.facebook.com/juan365livestream/videos/813997361636485/,0,0,Live,,,,,Lifetime,12730,12646,6425,2343,2093,1989,1360,1359,,1,,573046.991,58.707,,0,0,
122153302172654483,61569634500241,"Juan365 Live Stream","Juankada, may slight adjustment lang po tayo sa schedule ng live ⏰

From 3PM, magiging 4PM–6PM na po tayo.

Kita-kits mamaya! 🧡✨",,0,"12/02/2025 22:49",N/A,https://www.facebook.com/juan365livestream/posts/pfbid0J51fuKTSi8zNKS8GRtzQLL3hYqvg5FfQHnmjA4WQ6MeFr9Xbu3o1tdbxqjiKfPrpl,0,1,Photos,,,,,Lifetime,1998,832,162,116,36,10,45,39,6,,,,,,,,
122153284970654483,61569634500241,"Juan365 Live Stream","Red-hot energy coming your way! 🔥📣

Catch JUANABABE Abi & Ash LIVE on December 3, 3:00–5:00 PM! 

#juanababes #Juan365livestream #AllInJuanSaSaya #JuanKada #Juan365",,0,"12/02/2025 17:30",N/A,https://www.facebook.com/juan365livestream/posts/pfbid0AVLDJ9FhFiVUKLojHQH41KKMm1hzrMv4uEqvCb8agN7VvTKbVBGHNYmjHaUtkPvcl,0,0,Photos,,,,,Lifetime,4742,2243,522,336,140,46,226,196,30,,,,,,,,
122153252546654483,61569634500241,"Juan365 Live Stream","Celebrating all the winners today! 🎉
Keep the fun alive, play with heart, and stay responsible! 💖🎮
#juanababes  #Juan365livestream  #Juan365PH 
#AllInJuanSaSaya  #JuanKada  #Juan365  #TheResponsibleJuan",,0,"12/02/2025 07:00",N/A,https://www.facebook.com/juan365livestream/posts/pfbid0qccGbNtfrALRENhnWykxXMsi4haExJsGVshmvxeYhrKoCgNX8trtowwJAdUibhcKl,0,0,Photos,,,,,Lifetime,4697,2338,304,174,88,42,244,148,22,74,,,,,,,
122153234318654483,61569634500241,"Juan365 Live Stream","Hindi kumpleto ang linggo mo kapag… hindi ka naglalaro sa Juan365? 🤔 No worries! basta relax, and play responsibly lang ha! 😉

Kayo, Juankada? 🤩 Comment niyo naman kung ano ang kumukumpleto sa linggo niyo! 👇 

#juanababes #Juan365livestream #Juan365PH
#AllInJuanSaSaya #JuanKada #Juan365",,0,"12/02/2025 03:00",N/A,https://www.facebook.com/juan365livestream/posts/pfbid02xGfZLaypCfNwrWrCpgjDM1owvc14AzbV76q7r4CKFg78MfrASN6SvJPL2nytmkV6l,0,0,Photos,,,,,Lifetime,2145,985,268,151,82,35,56,49,7,,,,,,,,
1629823894665159,61569634500241,"Juan365 Live Stream","Juana babe Abi and Jam","pasok na sa live Juankada! 💬Real-time chikahan with your@[61580716220863:2048:Juana Babe Abi]i and@[61580395595183:2048:Juana Babe Jam]m💖

#juanababes #Juan365livestream #Juan365PH #AllInJuanSaSaya #JuanKada #Juan365 #TheResponsibleJuan",8406,"12/01/2025 23:29",uploaded,https://www.facebook.com/juan365livestream/videos/1629823894665159/,0,0,Live,,,,,Lifetime,11806,12042,14245,2566,9139,2540,1157,1156,,1,,771444.893,85.44,,0,0,
122153201972654483,61569634500241,"Juan365 Live Stream","Hassle-free checkout? Nasa Juan365 na ’yan! ✨

Your go-to payment methods are ready! 🧡

#juanababes #Juan365livestream #Juan365PH #AllInJuanSaSaya #JuanKada #Juan365",,0,"12/01/2025 22:51",N/A,https://www.facebook.com/juan365livestream/posts/pfbid02SvWxP3KaUS1iuXa7SzvsvydmgLZPea63ZXMcubjwtKnndxesBqJUzDe1d2UxLzM8l,0,0,Photos,,,,,Lifetime,2445,1178,191,119,35,37,62,56,6,,,,,,,,
122153186288654483,61569634500241,"Juan365 Live Stream","Join the fun and feel the hype with Juanababe Jam and Juanababe Abi!

🎮 December 2 | 3:30–5:30 PM

Don’t miss the chance to hang out, play, and win big with us — kita-kits Juankada! 💙✨

#juanababes #Juan365livestream #Juan365PH #AllInJuanSaSaya #JuanKada #Juan365",,0,"12/01/2025 17:41",N/A,https://www.facebook.com/juan365livestream/posts/pfbid024uxdLparvSriqk1nHntfFnbFe3tck6L9Y7BMKJaq1Ky6baN4APh92q8hBcQdFsbbl,0,0,Photos,,,,,Lifetime,1913,958,200,126,33,41,54,48,6,,,,,,,,
122153155976654483,61569634500241,"Juan365 Live Stream","Celebrating all the winners today! 🎉
Keep the fun alive, play with heart, and stay responsible! 💖🎮

#juanababes  #Juan365livestream  #Juan365PH 
#AllInJuanSaSaya  #JuanKada  #Juan365  #TheResponsibleJuan",,0,"12/01/2025 07:00",N/A,https://www.facebook.com/juan365livestream/posts/pfbid02k4f43vg1RVGhPco6jjMLNFCW87fyiDduK9LjRkwFSc6XRtFQAqjkq58Em5t1vk8Ql,0,0,Photos,,,,,Lifetime,3518,1639,254,140,71,43,342,158,184,,,,,,,,
122153138108654483,61569634500241,"Juan365 Live Stream","All I want for Christmas is… 🤔🎄

Ikaw, anong pipiliin mo sa tatlo? 
Comment down below! 🥳👇

#juanababes #Juan365livestream #Juan365PH
#AllInJuanSaSaya #JuanKada #Juan365",,0,"12/01/2025 03:30",N/A,https://www.facebook.com/juan365livestream/posts/pfbid02YSq89TxZP6Pk9TpCkAgrzcxyqFN7y5SHRg58DfjgqnyFKKJCZcL9nHVu2JgfocAml,0,0,Photos,,,,,Lifetime,2575,1198,317,161,113,43,178,163,15,,1,,,,,,
1487190772579877,61569634500241,"Juan365 Live Stream","Juana babe Zell and Ashley","Kasama ka, kasama ko, kasama nating lahat mga Juankada live na! with @[61580337497087:2048:Juana Babe Ashley] and @[61580479407070:2048:Juana Babe Zell]

#juanababes #Juan365livestream #Juan365PH #AllInJuanSaSaya  #JuanKada #Juan365 #TheResponsibleJuan",8596,"11/30/2025 23:29",uploaded,https://www.facebook.com/juan365livestream/videos/1487190772579877/,0,0,Live,,,,,Lifetime,13276,13207,9390,2521,5135,1734,1314,1314,,,,720680.053,69.948,,0,0,
122153101280654483,61569634500241,"Juan365 Live Stream","Kamusta ang Christmas bonus mo, Juankada? 💸✨
 Natanggap na ba o nag-‘loading… please wait’ pa rin? 😂🎄

#juanababes #Juan365livestream #Juan365PH
#AllInJuanSaSaya #JuanKada #Juan365",,0,"11/30/2025 22:30",N/A,https://www.facebook.com/juan365livestream/posts/pfbid0ecGyY275NCnxtTSMqQdubvQyKqrVLNqYSZXvkaQ9AFXwpQggCtnyVtkxNCjn6hEBl,0,0,Photos,,,,,Lifetime,2569,1093,240,142,59,39,80,72,8,,,,,,,,
122153091206654483,61569634500241,"Juan365 Live Stream","She’s giving mystery. She’s giving tease.
She’s giving “OMG, who is she?!” 👀

LIVE reveal soon. Abangan. ✨

#juanababe  #juan365  #juan365livestream",,0,"11/30/2025 19:00",N/A,https://www.facebook.com/juan365livestream/posts/pfbid02N4KRDM5wZkLFSVne9ybd8SuTTSHs4yGKgbpyKY8Mp6PUySFv9w7UoqmwoM5orEccl,0,0,Photos,,,,,Lifetime,3546,1682,261,164,66,31,154,132,22,,,,,,,,
122153085962654483,61569634500241,"Juan365 Live Stream","Huwag palampasin, Juankada! 🎉
LIVE tayo mamaya 3:30 PM — tara, join the fun!

#juanababes #Juan365livestream #Juan365PH #AllInJuanSaSaya #JuanKada #Juan365",,0,"11/30/2025 17:29",N/A,https://www.facebook.com/juan365livestream/posts/pfbid0scvCiTKkQKJYXvCip2Mj9DeF2kLoJyJvKdoPuLH4sc4CdDeZFgRjCcSZNgvGUhy9l,0,0,Photos,,,,,Lifetime,2663,1264,229,144,55,30,82,68,14,,,,,,,,
122153031884654483,61569634500241,"Juan365 Live Stream","Ending November with gratitude ✨ 

Juankada, exciting new memories are coming next month!

#juanababes #Juan365livestream #Juan365PH
#AllInJuanSaSaya #JuanKada #Juan365",,0,"11/30/2025 02:30",N/A,https://www.facebook.com/juan365livestream/posts/pfbid0PyPKZSuoJvRGus5bzRWuGCHfmHMcvvEdMdLjG3FKMEL9NocQwTsWy8tLYQZWBnpel,0,0,Photos,,,,,Lifetime,3377,1673,253,162,64,27,163,97,12,54,,,,,,,
2041577606391502,61569634500241,"Juan365 Live Stream","RE LIVE JUANKADA!","RE LIVE JUANKADA!

Ano kayang mangyayari Juankada? Live na with Juana Babe Zell and Juana Babe Ashley! 😮

#juanababes #Juan365livestream #Juan365PH #AllInJuanSaSaya  #JuanKada #Juan365 #TheResponsibleJuan",4019,"11/30/2025 01:24",uploaded,https://www.facebook.com/juan365livestream/videos/2041577606391502/,0,0,Live,,,,,Lifetime,3616,2414,5620,912,3682,1026,278,278,,,,293659.632,121.246,,0,0,
1360152989225449,61569634500241,"Juan365 Live Stream","Juana babe Zell and Ashley","Ano kayang mangyayari Juankada? Live na with @[61580479407070:2048:Juana Babe Zell] and @[61580337497087:2048:Juana Babe Ashley]! 😮

#juanababes #Juan365livestream #Juan365PH #AllInJuanSaSaya   #JuanKada #Juan365 #TheResponsibleJuan",2830,"11/30/2025 00:30",uploaded,https://www.facebook.com/juan365livestream/videos/1360152989225449/,0,0,Live,,,,,Lifetime,9950,10404,3158,1318,1004,836,1013,990,,23,,264241.516,32.327,,0,0,
122153007482654483,61569634500241,"Juan365 Live Stream","🚨𝗔𝗧𝗧𝗘𝗡𝗧𝗜𝗢𝗡 𝗝𝗨𝗔𝗡𝗞𝗔𝗗𝗔! 🚨

Na-MOVE ang LIVE! Lipat tayo sa 𝟰:𝟯𝟬 𝗣𝗠 – 𝟲:𝟯𝟬 𝗣𝗠! 🔥🔥

Set your alarms… See you later, Juankada!💙⚡

#Juan365livestream #juanababes #Juan365",,0,"11/29/2025 23:13",N/A,https://www.facebook.com/juan365livestream/posts/pfbid03MKK5q45oh6zcrVnZGoiv7cV8ypQhxWENm2g2T227WjDKUYcz4NqfTHXoAUwZJLRl,0,1,Photos,,,,,Lifetime,1852,838,150,108,25,17,65,56,9,,,,,,,,
122153006342654483,61569634500241,"Juan365 Live Stream","Ngayong November 30, ipinagdiriwang nating mga Pilipino ang ""Bonifacio Day"". 🇵🇭

Sa Araw ni Bonifacio, alalahanin natin ang kabayanihan at panawagan niya sa pagkakaisa. Gamitin natin ang aral ng Katipunan—ang pag-ibig sa bayan at ang tapang na ipaglaban ang kalayaan. 

Mabuhay ang dakilang Anak ng Bayan!

#Juan365Cares #JuanKada #BonifacioDay",,0,"11/29/2025 22:49",N/A,https://www.facebook.com/juan365livestream/posts/pfbid02kXCG5B5F1on8HXyNVcZUSakm5cFiUmZAgmCcMiYxEL4yad3jeHZ4C4yzaf1mF4Ftl,0,1,Photos,,,,,Lifetime,1042,542,82,72,4,6,15,12,3,,,,,,,,
122153001098654483,61569634500241,"Juan365 Live Stream","25 Days to Go, Pasko Na Talaga!

Get ready for the lights, the gifts, and the good vibes! 🎁

#juanababes #Juan365livestream #Juan365PH #AllInJuanSaSaya",,0,"11/29/2025 21:00",N/A,https://www.facebook.com/juan365livestream/posts/pfbid02LCraXvRi3rNNGCEg9WozsDbK2mXHrESWDuvSpBxPzjgcLTRn7k1TRsBLXazwfWa7l,0,0,Photos,,,,,Lifetime,2447,1155,274,170,68,36,95,81,13,1,1,,,,,,
122152994426654483,61569634500241,"Juan365 Live Stream","Sinong Juankada buddy mo? 🤩👫 

I-mention na yan at isama niyo na rin ang User ID niyo!  🎮✨

#juanababes #Juan365livestream #Juan365PH
#AllInJuanSaSaya #JuanKada #Juan365",,0,"11/29/2025 19:00",N/A,https://www.facebook.com/juan365livestream/posts/pfbid034TrhPAJZcDkqnfzRpDSePLM7C3MrYSFYRXhSYFkRtB9iCXFEBncAEugZoXb4mcyvl,0,0,Photos,,,,,Lifetime,2044,988,246,123,66,57,114,106,8,,,,,,,,
122152986530654483,61569634500241,"Juan365 Live Stream","STREAM ALERT! ⚡
3:30 PM with Juana Babe Ashley & Juana Babe Zell 
Huwag palampasin — kita kits sa live! 

#Juan365livestream #juanababes #Juan365",,0,"11/29/2025 17:04",N/A,https://www.facebook.com/juan365livestream/posts/pfbid02dKFJeL4eJmNo9DeHTwLq7e8LWuSEBNChpStJFF4Ji9VxKbi9373xkUZnoXHZjsGCl,0,0,Photos,,,,,Lifetime,1985,915,319,229,62,28,131,115,16,,,,,,,,
122152940564654483,61569634500241,"Juan365 Live Stream","Solid Juankada ka ba?roll call muna!
Ipakita ang resibo,Let’s see the proud followers!🌟

#Juan365livestream #juanababes #Juan365",,0,"11/29/2025 03:00",N/A,https://www.facebook.com/juan365livestream/posts/pfbid02tpozohpFHYQd1cAnijKxxAGtgzeSxCkVuiMCjykKd4VibaG6yjk7vQ4aoSkcZ47Al,0,0,Photos,,,,,Lifetime,2909,1221,274,172,78,24,163,149,14,,,,,,,,
122152928336654483,61569634500241,"Juan365 Live Stream","Don’t miss the fun—follow Juana Babe Sena now! 💙

#juanababes #Juan365PH 
#AllInJuanSaSaya #JuanKada #Juan365 #TheResponsibleJuan",,0,"11/28/2025 22:08",N/A,https://www.facebook.com/juan365livestream/posts/pfbid02AAz2x7CVhS9xFjGxSeE4gmDZJV5rX571gTKnfMRtUCa6ANvKvDUpq65UWrtAQhLhl,0,1,Text,,,,,Lifetime,,646,129,102,27,0,34,34,,,,,,,,,
122152926128654483,61569634500241,"Juan365 Live Stream","Stepping into my spotlight.🔥
Click follow sa livestream page—para more aura moments everyday!

Music used belongs to its rightful owner. No copyright infringement intended.
#juanababes #Juan365livestream #Juan365PH #AllInJuanSaSaya","Stepping into my spotlight.🔥
Click follow sa livestream page—para more aura moments everyday!

Music used belongs to its rightful owner. No copyright infringement intended.
#juanababes #Juan365livestream #Juan365PH #AllInJuanSaSaya",13,"11/28/2025 21:00",mixed,https://www.facebook.com/reel/1946738142934911/,1,0,Reels,,,,,Lifetime,2221,843,260,179,60,21,49,49,,,,11340.772,6.678,0,,0,
122152920122654483,61569634500241,"Juan365 Live Stream","Mas masaya ang laro kapag may tamang diskarte at limit. 💛
Team Balance ka din ba Juankada ?

#Juan365livestream #juanababes #Juan365",,0,"11/28/2025 19:00",N/A,https://www.facebook.com/juan365livestream/posts/pfbid02cyv9tTUXyyB98rcdQvX4rZLdTnaCwcuFNsuFfdewTksqaRzGqPaVvYeyxPX2LhG3l,0,0,Photos,,,,,Lifetime,2727,1058,316,174,94,48,65,56,8,1,,,,,,,
122152888112654483,61569634500241,"Juan365 Live Stream","Celebrating all the winners today! 🎉
Keep the fun alive, play with heart, and stay responsible! 💖🎮

#juanababes #Juan365livestream #Juan365PH
#AllInJuanSaSaya #JuanKada #Juan365 #TheResponsibleJuan",,0,"11/28/2025 07:00",N/A,https://www.facebook.com/juan365livestream/posts/pfbid0jj7GZdqQqXb7Gpf3NYjuYeY8AMN24TZizKBKZUDVGxPQpssnD3bzDT3xYbUoGN9El,0,0,Photos,,,,,Lifetime,2728,1275,183,113,56,14,87,73,14,,,,,,,,
122152879508654483,61569634500241,"Juan365 Live Stream","Energy level: MAXED OUT! ⚡️
Check out today’s highlight moments — puro solid reactions and power plays! 🔥

Juankada, nasaksihan mo rin ba ang ganap na ’to?

#juanababes #Juan365livestream #Juan365PH #AllInJuanSaSaya","Energy level: MAXED OUT! ⚡️
Check out today’s highlight moments — puro solid reactions and power plays! 🔥

Juankada, nasaksihan mo rin ba ang ganap na ’to?

#juanababes #Juan365livestream #Juan365PH #AllInJuanSaSaya",87,"11/28/2025 04:01",mixed,https://www.facebook.com/reel/856525323422741/,1,0,Reels,,,,,Lifetime,1296,879,182,127,41,14,122,122,,,,20694.851,18.711,0,,0,
122152874960654483,61569634500241,"Juan365 Live Stream","Daily happiness loading… follow the Juanababes page and join our daily livestream! See you there, Juankada!

#juanababes #juan365livestream #juan365","Daily happiness loading… follow the Juanababes page and join our daily livestream! See you there, Juankada!

#juanababes #juan365livestream #juan365",11,"11/28/2025 02:30",N/A,https://www.facebook.com/reel/1211955180810925/,1,0,Reels,,,,,Lifetime,773,609,105,83,14,8,26,26,,,,2938.876,4.802,0,,0,
1338347730758323,61569634500241,"Juan365 Live Stream","Juanababe Jam,Abi and Sena","Live na kami Juankada! Pasok na, Juankada at may pa surpresa! 👋🔥

#juanababes #Juan365livestream #Juan365PH #AllInJuanSaSaya   #JuanKada #Juan365 #TheResponsibleJuan",8105,"11/27/2025 23:29",uploaded,https://www.facebook.com/juan365livestream/videos/1338347730758323/,0,0,Live,,,,,Lifetime,10574,9849,8824,2172,3604,3048,888,880,,8,,587725.001,71.63,,0,0,
122152836878654483,61569634500241,"Juan365 Live Stream","Warm-up challenge muna, Juankada! 🤩 Guess the Correct Juanababe Sequence 

Comment your answer + Member ID ⬇️ and let’s see who gets it right!

#juanababes #Juan365livestream #Juan365PH #AllInJuanSaSaya",,0,"11/27/2025 20:30",N/A,https://www.facebook.com/juan365livestream/posts/pfbid02Bqk6gSFiPtacvu2bwNL3Qo8aeEHjwFaDjzzNMWTf3TkzPJDszxzzcZDwo9pztqCrl,0,0,Photos,,,,,Lifetime,5016,2301,372,157,157,58,322,292,30,,1,,,,,,
122152827572654483,61569634500241,"Juan365 Live Stream","Who’s excited for today’s livestream? 🙋‍♂️
Juana Babe Sena,Juana Babe Jam  & Juana Babe Abi are going LIVE at 3:30 PM!
Comment “READY” para sa solid Juanakda. 

#juanababes #Juan365livestream #Juan365PH #AllInJuanSaSaya",,0,"11/27/2025 17:18",N/A,https://www.facebook.com/juan365livestream/posts/pfbid02SegUSRFA25LbWMrCnbo6fgoxSssXCzctQbrSHcErutEEij2gGxV88G73gP5KiUuHl,0,0,Photos,,,,,Lifetime,3452,1438,322,178,82,62,118,111,7,,,,,,,,
122152762442654483,61569634500241,"Juan365 Live Stream","When everything feels better in slow motion 💗

Music used belongs to its rightful owner. No copyright infringement intended.
#juanababes #Juan365livestream #Juan365PH #AllInJuanSaSaya","When everything feels better in slow motion 💗

Music used belongs to its rightful owner. No copyright infringement intended.
#juanababes #Juan365livestream #Juan365PH #AllInJuanSaSaya",36,"11/26/2025 21:01",mixed,https://www.facebook.com/reel/25288231460838463/,1,0,Reels,,,,,Lifetime,697,460,120,78,29,13,28,28,,,,4975.171,8.774,0,,0,
122152748960654483,61569634500241,"Juan365 Live Stream","Mark your time! ⏳
3:30 PM sharp ang start ng livestream — be there or be late to the fun! 😜

#juanababes #Juan365livestream #Juan365PH #AllInJuanSaSaya",,0,"11/26/2025 17:00",N/A,https://www.facebook.com/juan365livestream/posts/pfbid0Gi42hZ9HfFKgF89eN9NtwRK1qj37DjbuHJHNWkqLGS1Uz6ie4FsWpduDTtgkKvfYl,0,0,Photos,,,,,Lifetime,1625,825,114,85,23,6,56,48,8,,2,,,,,,
