"Post ID","Page ID","Page name",Title,Description,"Duration (sec)","Publish time","Caption type",Permalink,"Is crosspost","Is share","Post type",Languages,"Custom labels","Funded content status","Data comment",Date,Reach,"Reactions, Comments and Shares",Reactions,Comments,Shares,"Total clicks","Other Clicks","Link Clicks","Matched Audience Targeting Consumption (Photo Click)","Approximate content monetization earnings",Views,"Negative feedback from users: Hide all","Negative feedback from users: Hide","Seconds viewed","Average Seconds viewed","Estimated earnings (USD)"
122160042686762707,61572881214141,Juan365,"Juankada, ano kaya ang tamang sagot?
Comment mo na with your user ID!
Madali lang ‘to kung smart player ka!

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365  #Juan365PH  #AllInJuanSaSaya  #JuanKada  #TheResponsibleJuan",,0,"10/08/2025 07:01",N/A,https://www.facebook.com/Juan365officialpage/posts/pfbid02guBYdjoLEyBFiBP8V88rC8vS5kiNppQMrbJ5WZpzqWcY9EKXSQCA7oCqGFQ2XRTUl,0,0,Photos,,,,,Lifetime,21672,943,405,450,88,1068,957,1,110,0.43,39019,,3,,,
122160105470762707,61572881214141,Juan365,"Hulaan mo na, Juankada! Baka ikaw na ang makabuo ng tamang pattern!

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365  #Juan365PH  #AllInJuanSaSaya  #JuanKada  #GforEveryJuan",,0,"10/08/2025 17:00",N/A,https://www.facebook.com/Juan365officialpage/posts/pfbid02ry8R4AjAPoCtE6viLNXsMbSwBwLwMqhg7iywPhR8KmmsqapfTn5reD4wuy8ecrZrl,0,0,Photos,,,,,Lifetime,28750,1062,402,575,85,1856,1596,,260,0.56,51896,5,2,,,
122160136664762707,61572881214141,Juan365,"Level up your game, Juankada! Download the Juan365 App and grab your 500 bonus! Tara, game na!

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada",,0,"10/08/2025 21:30",N/A,https://www.facebook.com/Juan365officialpage/posts/pfbid0xwesbh3KP5AjySzPpDSDh6z9uKAVtSvMM9n4SssC92WfpxY3m9rpjun2pa88Vcrbl,0,0,Photos,,,,,Lifetime,25424,524,258,185,81,1034,805,132,97,0.59,44057,6,3,,,
122160180338762707,61572881214141,Juan365,"San papunta si Juan? Baka may pa-surpresa… o pa-bonus? 👀
Drop mo na USER ID mo, dali! Malay mo...

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365  #Juan365PH  #AllInJuanSaSaya  #JuanKada","San papunta si Juan? Baka may pa-surpresa… o pa-bonus? 👀
Drop mo na USER ID mo, dali! Malay mo...

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365  #Juan365PH  #AllInJuanSaSaya  #JuanKada",12,"10/09/2025 00:04",N/A,https://www.facebook.com/reel/1104446518103157/,0,0,Videos,,,,,Lifetime,25154,735,423,263,49,396,396,,,0.08,29864,,,87174.655,3.35,0
122160212114762707,61572881214141,Juan365,"Easy lang ‘to para sa Juankada! Comment mo na below! 👇

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada",,0,"10/09/2025 03:00",N/A,https://www.facebook.com/Juan365officialpage/posts/pfbid02gpGWQcqUTz6yuNBQ1g7v2FZZtpQ45KVvrGrBzoJyTnwEFU7iT6k4AXEDLkJ4Grgml,0,0,Photos,,,,,Lifetime,27646,1047,393,582,72,1386,1144,53,189,0.39,47230,2,2,,,
122160249362762707,61572881214141,Juan365,"Reminder lang ha! Stay smart and safe. Huwag kailanman ibahagi ang sensitibong impormasyon sa iba, Juankada!

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365  #Juan365PH  #AllInJuanSaSaya  #JuanKada  #TheResponsibleJuan",,0,"10/09/2025 07:00",N/A,https://www.facebook.com/Juan365officialpage/posts/pfbid02rbqJH7qK3P96xqNTvtympmJhyVw5f88JdnPSVg9o7ciyXwojmDFx38f1FCJ6cZoGl,0,0,Photos,,,,,Lifetime,13312,293,173,81,39,246,168,44,34,0.25,22864,1,3,,,
122160323990762707,61572881214141,Juan365,"Sa wakas! Time to unwind, maglaro, at baka ikaw ang swertehin!
Let’s celebrate the weekend, Juankada! 🥳

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365  #Juan365PH  #AllInJuanSaSaya  #JuanKada","Sa wakas! Time to unwind, maglaro, at baka ikaw ang swertehin!
Let’s celebrate the weekend, Juankada! 🥳

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365  #Juan365PH  #AllInJuanSaSaya  #JuanKada",10,"10/09/2025 17:00",N/A,https://www.facebook.com/reel/1459580298676565/,1,0,Videos,,,,,Lifetime,17358,532,316,168,48,340,339,1,,0.02,18345,,,39795.104,2.428,0
122160349682762707,61572881214141,Juan365,"Triple the digits, triple the swerte! Test your luck today, Juankada! 

Huwag pahuli—join the fun with Juan! Message us to guide you! 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada",,0,"10/09/2025 20:21",N/A,https://www.facebook.com/Juan365officialpage/posts/pfbid0bRbnubvsyYRLRjzgBB3XkY8SyoacvVTVXgXNYmGywmNLr1z1s8cfJGavMGZek1h2l,0,0,Photos,,,,,Lifetime,19728,650,313,290,47,952,842,31,79,0.4,36266,2,,,,
122160359030762707,61572881214141,Juan365,"Juankada, 11 Fridays na lang at Pasko na! May maagang surpresa kami para sa’yo!

How To Join:
1️⃣ Like & Follow Juan365 Cares 
2️⃣ Share this post on your timeline: https://www.facebook.com/share/v/17UsQnJAGw/
3️⃣ Mention Juan365 as your caption and don’t forget to use #Juan365 #AllInJuanSaSaya #TatayRobertoAchero
4️⃣ Comment your Juan365 User ID below at i-attach ang screenshot bilang proof na nagawa mo ang steps (Like + Follow + Share)

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada",,0,"10/09/2025 21:30",N/A,https://www.facebook.com/Juan365officialpage/posts/pfbid0zZFGfNrAzgTEvLRXCUTc4nhBgH9afZUPgPohU7SQaW61VGxoCAupEZ2NBqbvx4pVl,0,0,Photos,,,,,Lifetime,15171,749,276,317,156,632,571,1,60,0.31,28161,2,1,,,
122160380474762707,61572881214141,Juan365,"All it takes is one tap! Download the Juan365 App and enjoy up to 500 bonus — tara na’t mag-enjoy with Juan!

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada",,0,"10/10/2025 00:00",N/A,https://www.facebook.com/Juan365officialpage/posts/pfbid02ksHgCm2UKPiMcGrR4FRkFJAxKZk9CorjKrhJuHL5ZFJxhyyNHeE38oSHFbHd3HuMl,0,0,Photos,,,,,Lifetime,20594,421,217,124,80,590,381,131,78,0.49,37101,3,2,,,
122160416366762707,61572881214141,Juan365,"The games everyJuan can’t stop playing! Alin ang paborito mo rito, Juankada?

Huwag pahuli—join the fun with Juan! Message us to guide you! 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada #GforEveryJuan",,0,"10/10/2025 03:00",N/A,https://www.facebook.com/Juan365officialpage/posts/pfbid0cuf8ZJfHXg5fdweftHbsdJDnJXdAGoZ4T1MLVUcHbTdxNFmR8iGYSuBpoXfyQMpFl,0,0,Photos,,,,,Lifetime,25202,703,291,350,62,1133,896,29,208,0.48,44453,7,2,,,
122160450278762707,61572881214141,Juan365,"Anong unang gagawin mo? Type mo na sa baba — gusto naming marinig ‘yan, Juankada!

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada",,0,"10/10/2025 07:00",N/A,https://www.facebook.com/Juan365officialpage/posts/pfbid02NPsARvGJDzXDNnks85F7MWe6z5wy9hgdQ28yuXeeCAvTyTgR3gFthRUc392SXJFQl,0,0,Photos,,,,,Lifetime,16397,771,334,368,69,789,702,,87,0.33,28696,4,2,,,
122160511658762707,61572881214141,Juan365,"Comment mo na yan, Juankada! 'Wag mo rin kalimutan ang USER ID mo ha!

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada #GforEveryJuan","Comment mo na yan, Juankada! 'Wag mo rin kalimutan ang USER ID mo ha!

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada #GforEveryJuan",10,"10/10/2025 17:00",N/A,https://www.facebook.com/reel/1168753231979460/,1,0,Videos,,,,,Lifetime,21127,880,411,399,70,683,683,,,0.03,24623,,,62310.961,2.93,0
122160537494762707,61572881214141,Juan365,"Congratulations sa 10 lucky Juankada! Enjoy your 100 FREE Juan365 Credits!

Follow Juan365 para updated ka sa mga susunod na ganap!

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada","Congratulations sa 10 lucky Juankada! Enjoy your 100 FREE Juan365 Credits!

Follow Juan365 para updated ka sa mga susunod na ganap!

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada",12,"10/10/2025 20:30",mixed,https://www.facebook.com/reel/1328646362262078/,1,0,Videos,,,,,Lifetime,30964,659,414,200,45,672,672,,,0.07,34519,,,83826.609,2.725,0
122160543662762707,61572881214141,Juan365,"Saturday na, Juankada! Walang stress, puro saya — ’yan ang weekend vibe with Juan365!

Huwag pahuli—join the fun with Juan! Message us to guide you! 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada",,0,"10/10/2025 21:30",N/A,https://www.facebook.com/Juan365officialpage/posts/pfbid0N5C5SV6zueEFM81oQ3jT9R9BXuFryC2emp2VPhfkFwwfF7Tn3ywhZAPDuQykcKKrl,0,0,Photos,,,,,Lifetime,13872,369,201,124,44,487,407,,80,0.34,24614,2,2,,,
122160545090762707,61572881214141,Juan365,"💡 Heads up, Juankada! 💸

May GCash maintenance ngayon, kaya baka maka-experience kayo ng delay o di makapag-deposit gamit ang GCash. Pero no worries — tuloy ang saya! 🎰🔥

Pwede pa rin kayong mag-deposit gamit ang iba pang bank options para hindi ma-miss ang inyong winning streak sa JUAN365! 💪

✅ Use other Banks & Maya
✅ Keep the game rolling
✅ Tuloy-tuloy ang panalo!

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada",,0,"10/10/2025 21:45",N/A,https://www.facebook.com/Juan365officialpage/posts/pfbid02bAxyaTY1ypjHnwbhgUYcZk5iTMHDosi1igsyTRA8A5J13NTymiZSctzsyXu78nAsl,0,0,Photos,,,,,Lifetime,14305,279,178,68,33,392,322,39,31,0.09,24211,4,1,,,
122160562172762707,61572881214141,Juan365,"Anong gusto n’yong iregalo ni Juan sa next Giveaway? Comment n’yo na, Juankada — baka ‘yan na ang susunod na surpresa! 😉

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada #GforEveryJuan",,0,"10/11/2025 00:00",N/A,https://www.facebook.com/Juan365officialpage/posts/pfbid0HjF7JvvwA2MemuaRL5NqCtwAEy8QwErCbvRR18R6W6fkykcSPnAjdVZ9495weLHEl,0,0,Photos,,,,,Lifetime,16244,590,262,271,57,586,481,43,62,0.28,27843,2,,,,
122160577700762707,61572881214141,Juan365,"Good news, Juankada!

GCash is now back and fully operational! 
Pwede ka nang mag-deposit at maglaro ulit gamit ang GCash — mabilis, madali, at tuloy-tuloy ang saya sa JUAN365! 

✅ GCash deposits now available
✅ Fast and smooth transactions
✅ Balik na ulit ang winning streak mo, Juankada!

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada",,0,"10/11/2025 01:49",N/A,https://www.facebook.com/Juan365officialpage/posts/pfbid0izBugkat9Te9x8Jh2bpUam1rsbpcoHDp8MY1TS2FUK5kRE9FkWLf8Dp1ipTZsprxl,0,0,Photos,,,,,Lifetime,12935,338,209,88,41,443,283,110,50,0.08,23618,4,2,,,
122160582824762707,61572881214141,Juan365,"I'm Juan,

Play smart, play safe, and play anywhere with Juan365! Download the Juan365 App now!

Hala! Nasaan si Juan?

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada #JamesReid","I'm Juan,

Play smart, play safe, and play anywhere with Juan365! Download the Juan365 App now!

Hala! Nasaan si Juan?

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada #JamesReid",51,"10/11/2025 02:00",N/A,https://www.facebook.com/reel/1315586683365877/,1,0,Videos,,,,,Lifetime,95776,811,641,115,55,160,159,1,,0.12,86068,,,268023.937,3.59,0
122160625190762707,61572881214141,Juan365,"Wherever you are, andiyan ang saya, Juankada! Download the Juan365 App and get up to 500 bonus today — Play smart, everyJuan.

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada",,0,"10/11/2025 07:00",N/A,https://www.facebook.com/Juan365officialpage/posts/pfbid0MauXHzdNTZxzx6KHEHJeSQDepeJziQ6qK1SJz7ATuTG2PFMNDiJSr7CFf3TMgHk7l,0,0,Photos,,,,,Lifetime,19239,351,198,107,46,387,322,1,64,0.48,33507,,3,,,
122160699686762707,61572881214141,Juan365,"Good morning, Juankada! ☀️ Una mong move pag gising — kape, scroll, o laro agad sa Juan365?

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada",,0,"10/11/2025 17:00",N/A,https://www.facebook.com/Juan365officialpage/posts/pfbid0SBNxmjpZXB5zgGzXzsdapMc4tBEN3TcBd5bjXQW4p9Pg6V5yWhcfW46kesg1Zne6l,0,0,Photos,,,,,Lifetime,15940,477,234,203,40,588,476,,112,0.3,26573,2,1,,,
