"Post ID","Page ID","Page name",Title,Description,"Duration (sec)","Publish time","Caption type",Permalink,"Is crosspost","Is share","Post type",Languages,"Custom labels","Funded content status","Data comment",Date,Views,Reach,"Reactions, Comments and Shares",Reactions,Comments,Shares,"Negative feedback from users: Hide all","Negative feedback from users: Hide","Total clicks","Other Clicks","Matched Audience Targeting Consumption (Photo Click)","Link Clicks","Matched Audience Targeting Consumption (Video Click)","Approximate content monetization earnings","Seconds viewed","Average Seconds viewed","Estimated earnings (USD)"
122166452108762707,61572881214141,Juan365,"Spin, play, and enjoy our November Favorites — basta laro, Juan365 ang bahala! 💪🎰

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada",,0,"11/14/2025 16:00",N/A,https://www.facebook.com/Juan365officialpage/posts/pfbid02tQ24bza72TioGErmv9PTFvo4o4mjFK3icso2P2XczgbRvSuwxbpFnd1YFQdM2nLJl,0,0,Photos,,,,,Lifetime,24703,13184,502,256,160,86,4,,1168,588,134,446,,0.25,,,
122166486374762707,61572881214141,Juan365,"Huwag mo na ipagpabukas ang saya, Juankada! Baka maunahan ka pa — download Juan365 App today!

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada",,0,"11/14/2025 20:00",N/A,https://www.facebook.com/Juan365officialpage/posts/pfbid0QAR3ngVwEfFfefMi7SwpyeMvTWYXWkYGkGbthk2z5BBWwyJ5KG38xuDVtuBqNZtBl,0,0,Photos,,,,,Lifetime,27545,15903,571,251,261,59,,2,1215,669,194,352,,0.25,,,
122166497570762707,61572881214141,Juan365,"Follow JuanSports ang bagong tambayan ng mga solid fans pagdating sa fresh, fast, at legit Sports Updates!

Like, Follow, and Share para lagi kang game-Ready.

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada",,0,"11/14/2025 21:53",N/A,https://www.facebook.com/Juan365officialpage/posts/pfbid0jo3FUTj6aQJwaVyr8A1q4Zb5SbCgxjEmUSWcSXXQDxg6KzFXoUc5L18LrfZnesbxl,0,1,Photos,,,,,Lifetime,26571,15136,160,97,49,14,1,1,446,380,66,,,0,,,
122166514064762707,61572881214141,Juan365,,,0,"11/14/2025 23:46",N/A,https://www.facebook.com/Juan365officialpage/posts/pfbid035c3Bvk2tMwWywxU5L8nvyjNHSmy1h28BgqwfkyxWoCW6GbNft5t5W25vwbWaLiuQl,0,1,Live,,,,,Lifetime,,4090,114,97,17,0,,,248,248,,,,0,,,
122166515396762707,61572881214141,Juan365,"Don’t just scroll… Share Juan’s Lucky Hat and manifest that win! 😎✨

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada",,0,"11/15/2025 00:00",N/A,https://www.facebook.com/Juan365officialpage/posts/pfbid0yxBznKaWzKeZfB1oPaPtpw23x48uirWBkeBfKvyT5hT3cCx29GGbM53ZhPFWZBmpl,0,0,Photos,,,,,Lifetime,22243,13350,543,293,144,106,2,,469,387,82,,,0.21,,,
122166529622762707,61572881214141,Juan365,,,0,"11/15/2025 01:55",N/A,https://www.facebook.com/Juan365officialpage/posts/pfbid02CRpLgS6JCxZcex1Pg38P6G7EDYP8krarauMazC6xnHCT7aVWzQDn1hsZVDj3FRyBl,0,1,Videos,,,,,Lifetime,,4112,128,105,23,0,,,29,29,,,,0,,,
122166542066762707,61572881214141,Juan365,"Ano ang swak sa’yo: iPhone 17 Pro, Bonus Credits, o Both? 🤔

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada",,0,"11/15/2025 04:00",N/A,https://www.facebook.com/Juan365officialpage/posts/pfbid02wi7vPinmsTvqs4LsVokNaSM6qzvzJU29DGr1MJqr8FW4pxcEqN1sa3xyx3SwDKNHl,0,0,Photos,,,,,Lifetime,38206,21965,978,443,427,108,4,2,1022,818,146,58,,0.36,,,
122166629216762707,61572881214141,Juan365,"Kalma muna, Juankada. Relax mode on — kasi deserve natin ‘to 💆‍♀️☀️

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada",,0,"11/15/2025 16:00",N/A,https://www.facebook.com/Juan365officialpage/posts/pfbid027mjsZzzYWReCa96MsuKpEbQU2BPXnQ4Y1RHCzrtd4h5kgdze4A5X5G3jLQwBVfMWl,0,0,Photos,,,,,Lifetime,17604,10329,426,241,135,50,,1,434,369,63,2,,0.15,,,
122166639416762707,61572881214141,Juan365,"Kilalanin natin si Nanay Conchita, ang isa nating beneficiary ng Juan365 Cares na nakipag-KwentuJuan sa atin. 

Tunghayan natin ang kwentong-laban niya at sama-sama nating subaybayan ang kanyang istorya. 🙏

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada #NanayConchita",,0,"11/15/2025 18:00",N/A,https://www.facebook.com/Juan365officialpage/posts/pfbid02ncrSn1HmrzAEjH44KBmc7PR57Uopyyu82GqAyu4wGQoRJc3cSCANxNc9XwQVkimml,0,1,Videos,,,,,Lifetime,,3595,226,161,65,0,,,77,77,,,,0,,,
122166653042762707,61572881214141,Juan365,"Ikaw, Juankada, bakit ka masaya sa Juan365?

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada",,0,"11/15/2025 20:00",N/A,https://www.facebook.com/Juan365officialpage/posts/pfbid02SWbigBkjUzFUYCiFEX78MqiRfXvWBCYE5VwwX9KBM4we3xweAaEo4jetueTgsJNVl,0,0,Photos,,,,,Lifetime,18342,10804,519,259,199,61,2,1,528,446,81,1,,0.17,,,
122166670052762707,61572881214141,Juan365,"Don't forget to follow JuanSportsrts the new hangout for all solid fans when it comes to fresh and fast Sports Updates

Like, Follow, and Share para lagi kang game-Ready.

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada",,0,"11/15/2025 22:40",N/A,https://www.facebook.com/Juan365officialpage/posts/pfbid02mjk54PiMDvQtzQtAKZekpKLH8HoBYgXs9bWQV4ma2nDY4WyHz3qBKRWGfeQ4m8kDl,0,1,Photos,,,,,Lifetime,17536,9952,91,75,9,7,1,,68,41,27,,,0,,,
122166676046762707,61572881214141,Juan365,,,0,"11/15/2025 23:36",N/A,https://www.facebook.com/Juan365officialpage/posts/pfbid08FbB68zLWqwEV4A9cXugrWT7Cq8kQ1Vf8YZC8ViigixEXPSknFA33FQB7orvmmE6l,0,1,Live,,,,,Lifetime,,5157,174,140,34,0,,,386,386,,,,0,,,
122166678476762707,61572881214141,Juan365,"Congratulations sa 10 lucky Juankada! Enjoy your 100 FREE Juan365 Credits!

Follow Juan365 para updated ka sa mga susunod na ganap!

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada","Congratulations sa 10 lucky Juankada! Enjoy your 100 FREE Juan365 Credits!

Follow Juan365 para updated ka sa mga susunod na ganap!

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada",10,"11/16/2025 00:00",N/A,https://www.facebook.com/reel/1409731001156430/,1,0,Videos,,,,,Lifetime,24529,21512,613,402,169,42,,,505,505,,,,0.01,67594.94,3.225,0
122166701582762707,61572881214141,Juan365,"Kung di mo pa natatry ang Juan365… this is your sign! Start your streak HERE! Download Juan365 APP now!

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada",,0,"11/16/2025 03:00",N/A,https://www.facebook.com/Juan365officialpage/posts/pfbid0jUamnDBBgdHWyEyxibtAkbRSkg6mceHAnMTQxLo4tZSwLRAEJUB4WBNT66xqu6Lbl,0,0,Photos,,,,,Lifetime,18029,10108,365,159,73,133,,1,307,187,66,54,,0.16,,,
122166725042762707,61572881214141,Juan365,"Gaano ka sinwerte this November? Rate mo nga from 1–10!

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada",,0,"11/16/2025 06:00",N/A,https://www.facebook.com/Juan365officialpage/posts/pfbid0BtFo5rEVVt4rpU4E4t7V3tCsX9c1tyMScuerUc9w2LYCkdigJQReXzSFUdGf2YGfl,0,0,Photos,,,,,Lifetime,28154,16870,514,256,218,40,3,,713,613,100,,,0.29,,,
122166728318762707,61572881214141,Juan365,"JUANKADA… READY NA BA KAYO? 🎉

May paparating na mas malaki, mas wild, at mas bonggang Surpresa ni Juan! 🧡🔥

At hindi lang prizes ang pasabog…
May bagong mukha na sasama sa ating kulitan! 👀✨

Sino kaya siya? At anong mga papremyo ang pwedeng mapanalunan?

Hulaan niyo na habang may oras pa! ⏳

Abangan ang bonggang bonggang sorpresa… Stay tuned, EveryJUAN! 📢

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada #SurpresaNiJuanVer2","JUANKADA… READY NA BA KAYO? 🎉

May paparating na mas malaki, mas wild, at mas bonggang Surpresa ni Juan! 🧡🔥

At hindi lang prizes ang pasabog…
May bagong mukha na sasama sa ating kulitan! 👀✨

Sino kaya siya? At anong mga papremyo ang pwedeng mapanalunan?

Hulaan niyo na habang may oras pa! ⏳

Abangan ang bonggang bonggang sorpresa… Stay tuned, EveryJUAN! 📢

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada #SurpresaNiJuanVer2",36,"11/16/2025 06:13",N/A,https://www.facebook.com/reel/661760783534068/,0,0,Videos,,,,,Lifetime,32872,29226,1083,639,277,167,,,384,383,,1,,0.03,119916.314,3.957,0
122166785924762707,61572881214141,Juan365,"Fresh week, fresh chances!  Play smart, play safe, claim your cashback!

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada",,0,"11/16/2025 16:00",N/A,https://www.facebook.com/Juan365officialpage/posts/pfbid02qtzHg5vVzbHLNiNuXCJSRoZV76tGHivN2JFUHoivxYkrJPGmXUKVZAcAjuV9co1al,0,0,Photos,,,,,Lifetime,30835,17705,596,294,176,126,3,2,734,467,128,139,,0.29,,,
122166807440762707,61572881214141,Juan365,"Monday mood: ‘Pwede ba fast-forward to weekend? Sino relate, Juankada?

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada",,0,"11/16/2025 20:00",N/A,https://www.facebook.com/Juan365officialpage/posts/pfbid025HamhiP8u6HGxmxfbyFgJJ71dGi7EFMjydoZUD3QX3jxYVWrBvT7H4z6e155G9asl,0,0,Photos,,,,,Lifetime,21404,12941,481,249,166,66,3,1,486,391,87,8,,0.18,,,
122166837050762707,61572881214141,Juan365,,,0,"11/16/2025 23:33",N/A,https://www.facebook.com/Juan365officialpage/posts/pfbid02HE5oCMsr1i4vhcypJUfH5GhQiPsvPWLwvsXVpjFwEEK3mZr837GuJepcKxDzAtn8l,0,1,Live,,,,,Lifetime,,5362,124,108,16,0,,,329,329,,,,0,,,
122166839840762707,61572881214141,Juan365,"Gusto mo ba ng extra rewards kahit sa simpleng pag-share lang?

Paano sumali?
1️⃣ Like and follow Juan365 
2️⃣ I-share mo ’tong post
3️⃣ Comment your User ID, screenshot na nagawa mo na ang mechanics and Tag 3 friends

The more you share, the higher your chances to win!

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada",,0,"11/17/2025 00:00",N/A,https://www.facebook.com/Juan365officialpage/posts/pfbid0YEvgatfz6ubMmrCFJUijBe9fUDVCjEQ1AfwDrroCPVUWz3MhvBj1Sm89UngfSp1Wl,0,0,Photos,,,,,Lifetime,27272,15113,1023,390,285,348,1,2,663,562,101,,,0.25,,,
122166850562762707,61572881214141,Juan365,"Don't forget to follow JuanSports – your bagong go-to hangout for fresh & fast sports updates! 🏀⚽🏈

 Like, Follow, and Share para lagi kang game-ready at updated sa lahat ng latest sports action! 🙌

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada",,0,"11/17/2025 01:38",N/A,https://www.facebook.com/Juan365officialpage/posts/pfbid021mFV3Hdi5iUYEzo9b7tNyGdF4rjWVE1dBk4yZDko5YDjUpEn8jDASmujWErQHHHsl,0,1,Photos,,,,,Lifetime,37690,21161,256,156,80,20,1,3,507,435,55,17,,0,,,
122166880646762707,61572881214141,Juan365,"Totoo ang balita, Juankada!

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada",,0,"11/17/2025 06:00",N/A,https://www.facebook.com/Juan365officialpage/posts/pfbid02PbKjL3v4WQo9nvH8ruSdL2fV4T3aHyHWSR4unBfQ2vt1e2rUuSMRyszStEJ9KESvl,0,0,Photos,,,,,Lifetime,29447,17403,563,263,181,119,1,1,1180,1089,89,2,,0.3,,,
122166939422762707,61572881214141,Juan365,"Quick survey, Juankada! Ano ang hindi mo talaga bet kapag naglalaro?

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada",,0,"11/17/2025 16:00",N/A,https://www.facebook.com/Juan365officialpage/posts/pfbid02eG51wbfJfeSfkdbDW1HUnyBt6FXjSnT8wn1RZVAR6exjVcdP9cjrJneH7rxafewel,0,0,Photos,,,,,Lifetime,20299,11744,617,262,294,61,1,1,653,579,56,18,,0.17,,,
122166965678762707,61572881214141,Juan365,"Paw-sitive vibes only!
Lucky Neko is purring with good fortune—kaya tara, spin na!

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada",,0,"11/17/2025 20:00",N/A,https://www.facebook.com/Juan365officialpage/posts/pfbid0piQUk2rCQbmhQSUurjZMUArM2F7n2dcQ2RwPrHfrVPpHwCHjB7ZbXp2U3wfzQaRbl,0,0,Photos,,,,,Lifetime,49143,28238,840,348,354,138,6,2,1693,1325,245,123,,0.5,,,
122166988442762707,61572881214141,Juan365,"Follow JuanSports para sa more sports action, hype moments, and latest updates!

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada #JuanSports",,0,"11/17/2025 22:12",N/A,https://www.facebook.com/Juan365officialpage/posts/pfbid0Q2fJB4GqUxwpuPnNHn9SGWHedycHTB3msiqS1mef94r6uz5iMGFTYN7aeuDXwRxil,0,1,Photos,,,,,Lifetime,31086,18542,140,96,37,7,2,,244,187,57,,,0,,,
122167002116762707,61572881214141,Juan365,"Ano ang ultimate favorite mo sa Juan365, Juankada?

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada",,0,"11/18/2025 01:00",N/A,https://www.facebook.com/Juan365officialpage/posts/pfbid02QFmLe9wdTRGrxsJNgRUM1d6DzGJhKZFw6UWV3KvQYUcgbKuGVvrdBGc3MqJzFLTTl,0,0,Photos,,,,,Lifetime,30258,17072,480,196,249,35,4,,784,677,107,,,0.31,,,
122167002608762707,61572881214141,Juan365,,,0,"11/18/2025 01:03",N/A,https://www.facebook.com/Juan365officialpage/posts/pfbid022pxJKo4NcLL8XVmVweNv2xSfWJ3kEdxEkLDkweawdWjoDR8pvvSV8KCd2mAxtM1rl,0,1,Live,,,,,Lifetime,,8168,166,104,62,0,,,269,269,,,,0,,,
122167022540762707,61572881214141,Juan365,"System Maintenance Notice 🚧

Ang Juan365 ay kasalukuyang sumasailalim sa system maintenance upang mapabuti ang aming serbisyo.

Sa oras na ito, maaaring pansamantalang hindi ma-access ang ilang features ng aming platform.

Salamat po sa inyong pang-unawa at suporta. 🤝

#juan36 #Juan365PH #AllInJuanSaSaya #JuanKada #TheResponsibleJuan",,0,"11/18/2025 04:06",N/A,https://www.facebook.com/Juan365officialpage/posts/pfbid02K2NyD9HiSooGpqTf29YQfxeVRHt5RRcf8A5fAPdBhNEy8LcQiSRX1uMF4z3KERtLl,0,0,Photos,,,,,Lifetime,88599,47095,1232,460,736,36,10,5,3069,2557,231,281,,0.2,,,
122167040048762707,61572881214141,Juan365,"📢 Juankada Update: System is BACK! 🥳

Hello Juankada!

Good news! Ang ating system maintenance ay FINISH na! We are now fully operational.

Para magamit muli ang ating services, paki-refresh lang po ang inyong app or website. All your funds and pending transactions are safe and should be pushing through successfully.

⚠️ IMPORTANT REMINDER:

If you encounter any issues, or kung may missing funds or transactions kayong napansin, please message us right away! We are here to assist you.

Thank you for your patience and play responsibly.

#juan36 #Juan365PH #AllInJuanSaSaya #JuanKada #TheResponsibleJuan",,0,"11/18/2025 06:47",N/A,https://www.facebook.com/Juan365officialpage/posts/pfbid0iai2wwgEhvx3mgqsX3t8aYK9zY7NptYdTcLqCavrMdaEHN7BBBCivPJJfuZFpU5Hl,0,0,Photos,,,,,Lifetime,51290,30390,525,295,147,83,6,,1560,859,98,603,,0.13,,,
122167095596762707,61572881214141,Juan365,"First game feels! anong unang game mo sa Juan365? Share mo sa comments, Juankada.

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada",,0,"11/18/2025 16:00",N/A,https://www.facebook.com/Juan365officialpage/posts/pfbid02Lzis1LVkT1Wk7FxL4iFgGyBDkFxJ3nkGpgkFiae2yg7TgzBaMEeo9MqCgBK4YsFVl,0,0,Photos,,,,,Lifetime,38008,22770,797,337,367,93,5,1,1172,976,172,24,,0.32,,,
122167138682762707,61572881214141,Juan365,"Juankada, narito na ang mechanics para maka-sali sa Mas Pinasaya, Mas Pinaganda, at Mas Pinaraming Surpresa ni Juan! 🥳🤩

Don’t forget — more shares, more chances of winning, kaya ishare niyo na ng ishare! 💥

Ready na ba kayong manalo — LIVE sa Juan365 Livestream 😉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada #SurpresaNiJuanVer2","Juankada, narito na ang mechanics para maka-sali sa Mas Pinasaya, Mas Pinaganda, at Mas Pinaraming Surpresa ni Juan! 🥳🤩

Don’t forget — more shares, more chances of winning, kaya ishare niyo na ng ishare! 💥

Ready na ba kayong manalo — LIVE sa Juan365 Livestream 😉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada #SurpresaNiJuanVer2",61,"11/18/2025 22:29",uploaded,https://www.facebook.com/reel/818901960987498/,0,0,Videos,,,,,Lifetime,553767,269930,84808,60915,12842,11051,,,644,644,,,,2.46,7265693.841,14.591,0
122167145948762707,61572881214141,Juan365,,,0,"11/18/2025 23:38",N/A,https://www.facebook.com/Juan365officialpage/posts/pfbid0gy7dtFsP6VmBrgqiW9awbWf62scL722WoCpCDsdyvJc6nW8arbF2YocGWfpRbLnZl,0,1,Live,,,,,Lifetime,,5988,163,129,34,0,,,572,572,,,,0,,,
122167147868762707,61572881214141,Juan365,"Juankada, ano ang missing piece sa dreams mo?

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada",,0,"11/19/2025 00:00",N/A,https://www.facebook.com/Juan365officialpage/posts/pfbid0sMJLfmUg8EcX1koVAP7S4AF3o6sW2hCFYLo2BStUsiTggpheEdktK5KzT5dCv4c9l,0,0,Photos,,,,,Lifetime,24273,13714,520,264,186,70,1,,505,402,80,23,,0.22,,,
122167166042762707,61572881214141,Juan365,"Scroll ka nang scroll…heto mag register ka!

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada",,0,"11/19/2025 03:00",N/A,https://www.facebook.com/Juan365officialpage/posts/pfbid034YE1poDM4ptx9rBeQrvHGT4BudoCQ34Pf7A8sDwUDzeDLVAGVxKdNae4jQfWm6Aal,0,0,Photos,,,,,Lifetime,21325,12737,460,241,145,74,4,,467,364,79,24,,0.22,,,
122167178210762707,61572881214141,Juan365,"Don’t miss a beat! Follow JuanSports for epic sports action, hype moments, and all the latest updates!

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada #JuanSports",,0,"11/19/2025 04:57",N/A,https://www.facebook.com/Juan365officialpage/posts/pfbid02N3meZPkfZi3rjNwmcrPXyq2F3wgWmDQPXqC72UcTivoZbgqjcLUHDYBK1wceN8fCl,0,1,Photos,,,,,Lifetime,18375,10434,210,136,38,36,,,87,70,12,5,,0,,,
122167249262762707,61572881214141,Juan365,"Sweet moves only! Try Candy Blitz—today’s featured game!

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada",,0,"11/19/2025 16:00",N/A,https://www.facebook.com/Juan365officialpage/posts/pfbid0BhE3RP1FjbW7khqGZRd9RYftAUeVNDL2XLDSV5Bf49vdpxYwEcENA1nAA5NzQyJwl,0,0,Photos,,,,,Lifetime,33100,18032,725,365,263,97,,3,1302,930,153,219,,0.32,,,
122167269674762707,61572881214141,Juan365,"Juan365 updated his cover photo.",,0,"11/19/2025 19:14",N/A,https://www.facebook.com/photo.php?fbid=122167269674762707&set=a.122127416456762707&type=3,0,0,Photos,,,,,Lifetime,1564,828,661,435,145,81,1,1,19,7,2,10,,0.04,,,
122167283864762707,61572881214141,Juan365,"Bagay sa’yo ‘yung iPhone 17 Pro Max… kaya join ka na sa Surpresa ni Juan Season 2! Baka ‘yan na ang early gift mo galing kay Juan!

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada",,0,"11/19/2025 21:00",N/A,https://www.facebook.com/Juan365officialpage/posts/pfbid034grR4oqYQVZuYLe8DYtPRMuFjXCTsKHnFtpsqbKq8651PBFagxJYjhLSFyhXcAyAl,0,0,Photos,,,,,Lifetime,42821,24087,1103,578,318,207,1,1,1089,851,134,104,,0.43,,,
122167291760762707,61572881214141,Juan365,"Huwag palampasin ang saya—join na sa JuanSports at i-share ang post na ito!

 #Juan365PH #AllInJuanSaSaya #JuanKada #JuanSports",,0,"11/19/2025 22:23",N/A,https://www.facebook.com/Juan365officialpage/posts/pfbid07q8HuWHiiaijrqexJbDEY7h7UBif1wQuhA6KwkNsoHP8NbbQeF8DRKuQ8waxosBJl,0,1,Photos,,,,,Lifetime,41409,22917,438,193,203,42,2,,1000,872,128,,,0,,,
122167309310762707,61572881214141,Juan365,,,0,"11/19/2025 23:43",N/A,https://www.facebook.com/Juan365officialpage/posts/pfbid02JFVeK5jSiyoS2bDKbV7BWd6BeckoXeXE7GZLvFA56gyCQqVgjqTA3AuHfRFhmPqZl,0,1,Live,,,,,Lifetime,,8783,221,194,27,0,,,763,763,,,,0,,,
122167311482762707,61572881214141,Juan365,"Ano ang pinaka budol na salita ang narinig mo sa tropa mo?

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada",,0,"11/20/2025 00:00",N/A,https://www.facebook.com/Juan365officialpage/posts/pfbid0iZHiQYWGUnpPSw4kK476gu1zU9JUibKVeYPccr5xkvxjBdEmp2AsmgkVxEM2KpVzl,0,0,Photos,,,,,Lifetime,22671,12455,486,262,165,59,,,417,344,64,9,,0.2,,,
122167342460762707,61572881214141,Juan365,"Bagong Juankada alert! Sino kaya ang bagong paparating para magpasaya? Comment your hula!

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada",,0,"11/20/2025 03:34",N/A,https://www.facebook.com/Juan365officialpage/posts/pfbid02DML4pWGmGRUncbBZhgsomWmdG7Vs5yS3YXJvDQbWSqr5Rnsx1BK3bTHXem3aYjQWl,0,0,Photos,,,,,Lifetime,37133,20964,644,364,206,74,3,1,988,807,180,1,,0.34,,,
122167424540762707,61572881214141,Juan365,"GCASH SERVICE ADVISORY!

📢 Heads up  JUANKADA!
Some GCash services (Buy Load, Pay Bills, Bank Transfer & QRPH) are currently down due to system updates, and the maintenance will be ongoing until further notice. ⚙️

Please wait patiently while they work on restoring everything ASAP. 🙏

As an alternative, you may use another payment method for now. 💳✨
This will help ensure your transactions proceed smoothly without interruption.

Salamat sa pang unawa Juankada🤝

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada #TheResponsibleJuan",,0,"11/20/2025 15:35",N/A,https://www.facebook.com/Juan365officialpage/posts/pfbid0KpaPc6SYaT8A4LG8DQZHeUMV1FSKin8gDXP8XJRkEJGJ4pEDr5KeuSFFEaLyUWsfl,0,0,Photos,,,,,Lifetime,32364,18249,390,222,140,28,2,2,930,659,85,186,,0.09,,,
122167428650762707,61572881214141,Juan365,"Jogo do Bicho time — let the animals decide your luck today!

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada",,0,"11/20/2025 16:00",N/A,https://www.facebook.com/Juan365officialpage/posts/pfbid02KcLuGB1dAZa28iM7BHZ5PyN5zATT22zzhyT424LNDqXGYEpafJEPhnBM4dTSUo6fl,0,0,Photos,,,,,Lifetime,35529,19539,658,315,282,61,,3,1301,840,178,283,,0.32,,,
122167447184762707,61572881214141,Juan365,"Philippines’ pride Ahtisa Manalo cracks the Top 12! Watch her shine and bring back the crown! 👑🇵🇭✨
#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada #The74thMissUniverse",,0,"11/20/2025 18:58",N/A,https://www.facebook.com/Juan365officialpage/posts/pfbid02f7DQCoHtS9a44dUhwbKV3B42LK6reskxsJ4JzvkZQDohU2v2rVCJaLLw2KkmGiR1l,0,1,Photos,,,,,Lifetime,25455,15401,209,155,36,18,,,287,218,69,,,0,,,
122167452572762707,61572881214141,Juan365,"Feel na feel mo na ba ang Pasko? Kasi sa Juan365, maaga ang pa-regalo! 🎁🔥

How To Join:
1️⃣ Like & Follow Juan365 Cares 
2️⃣ Share this post on your timeline
( https://www.facebook.com/share/v/1Cu2QogaY3/ )
3️⃣ Mention Juan365 as your caption and don’t forget to use #Juan365 #AllInJuanSaSaya #NanayConchita
4️⃣ Comment your Juan365 User ID below at i-attach ang screenshot bilang proof na nagawa mo ang steps (Like + Follow + Share)

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada","Feel na feel mo na ba ang Pasko? Kasi sa Juan365, maaga ang pa-regalo! 🎁🔥

How To Join:
1️⃣ Like & Follow @[61579361702713:2048:Juan365 Cares] 
2️⃣ Share this post on your timeline
( https://www.facebook.com/share/v/1Cu2QogaY3/ )
3️⃣ Mention @[61572881214141:2048:Juan365] as your caption and don’t forget to use #Juan365 #AllInJuanSaSaya #NanayConchita
4️⃣ Comment your Juan365 User ID below at i-attach ang screenshot bilang proof na nagawa mo ang steps (Like + Follow + Share)

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada",10,"11/20/2025 20:00",N/A,https://www.facebook.com/reel/3770588583246011/,1,0,Videos,,,,,Lifetime,52869,47232,874,506,262,106,,,541,484,,57,,0.02,106725.298,2.246,0
